Circuit.ieee390par {EE33AEC3-8835-45BC-85B1-0E019F5EE070}
34=5=1 {812B48C3-9019-4136-B35D-4DE95EB376E3}
OpLimI=OpLimI_69.0_94.1=0 {A1088154-4D13-44FE-9748-02D79D2BEDD8}
34=5=2 {7B9C1171-A1F1-45CA-BEBD-9315D0A4DED8}
XfLoc=6=1 {8D91ED26-E82F-4366-AA2E-B6917E5D0DE0}
PosPt=Transformer.6=1 {07C753E1-298C-4156-942F-E2AF85E6CFE0}
PosPt=Transformer.6=2 {0D9E1AB8-EDA1-4F5A-8D13-F4129301C2FB}
Wdg=6=1 {A7AA5821-6D8C-4378-9EC7-AF0CAC21D60D}
Wdg=6=2 {C3F2DF39-09FB-4F8D-A4FD-9421A2B134F6}
XfCore=6=1 {8A2D10EC-399A-41D5-8AF7-C509137C1BD6}
XfMesh=6=1 {DD068424-3FEA-404A-B2FA-DF9A97C4F4B0}
XfMesh=6=2 {F770AEC7-EFF6-4339-BB9D-3B93BBB4CA4C}
XfMesh=6=3 {97713D27-646A-443F-8B17-7A0DD9D90DF1}
34=6=1 {91F2EC6C-47A6-4135-AADC-C88D89ADA452}
34=6=2 {6B803B51-EE3E-42A3-8B6B-BB43B829BD94}
XfLoc=7=1 {7E4E997F-410C-4032-B76A-3F91221338D9}
PosPt=Transformer.7=1 {C92F170F-FEC9-4E5C-8B69-BF0CB49F44B1}
PosPt=Transformer.7=2 {32A75E4E-0991-456E-BC01-65F33132F204}
Wdg=7=1 {97F43789-C106-498A-B45A-7E4AB65016E2}
Wdg=7=2 {8C0CE9AD-8FF0-432D-8A3B-5EF33214F45D}
XfCore=7=1 {5DB3FB00-4794-4C24-8781-E61386C25783}
XfMesh=7=1 {963E3DF6-220B-4B4F-9E0C-297A6EAE0B5C}
XfMesh=7=2 {7028B238-CCD3-4B32-901B-D2428D17CDBC}
XfMesh=7=3 {55F54AF8-DA74-453A-B858-DB2CD60A67A3}
34=7=1 {9207BCD0-9E27-4CED-B26C-FC90F9D73324}
34=7=2 {E5590FE9-EFEB-4EF9-BFB1-6E67AF81D357}
XfLoc=8=1 {27518D25-EE55-4CE2-A26A-0665B88F2655}
PosPt=Transformer.8=1 {5DD5C2D9-20FA-4016-AADE-0C7F14543074}
PosPt=Transformer.8=2 {5CD4A6D0-E1C1-406D-8D8A-4567959050ED}
Wdg=8=1 {7817E1B1-40B8-4BC9-88AA-8BFE6F8DB2E4}
Wdg=8=2 {7E6E6D1C-7BB0-487A-A854-27E23A1E3CA1}
XfCore=8=1 {51F6DA7A-465F-4675-85C8-3276DD6FE031}
XfMesh=8=1 {D25F4E08-862F-4168-93D3-040C79888B4F}
XfMesh=8=2 {B1D4CFD5-3D7B-467F-9CA8-370B582924A0}
XfMesh=8=3 {E3941996-25B5-4660-B6C9-D41309AAE735}
34=8=1 {CB4B6210-085E-4ACA-A86D-251C10804925}
34=8=2 {A600833E-E786-4798-9894-C24A72BAA9B3}
XfLoc=9=1 {DF2565FD-F8FF-4BDD-A656-49A6093479F4}
PosPt=Transformer.9=1 {E96ACEE3-E91D-40E3-9D8C-56A2541851AD}
PosPt=Transformer.9=2 {1335354F-7306-43A5-9D47-752BC2EDBBD8}
Wdg=9=1 {A4B56EF2-F464-45DD-AA4B-45A2F6E222F7}
Wdg=9=2 {4FD13589-2FF3-474D-88B6-D389C9BFD5C7}
XfCore=9=1 {E0703F9D-6F28-46D7-A367-D477070BC001}
XfMesh=9=1 {015251A2-94D3-4C42-8C36-7E97DB0D2E2F}
XfMesh=9=2 {8A26B939-D92B-493C-BC7C-894DA901FD32}
XfMesh=9=3 {E52A6CF8-4D1E-43A6-9499-D026E82616C5}
34=9=1 {7A11C491-F098-4486-AB4B-CA6C24382351}
34=9=2 {3B15E6B4-0694-464A-9ABB-4D1E5F9EBF51}
XfLoc=10=1 {843E6BAE-275B-4781-A669-0B7130C7FEB4}
PosPt=Transformer.10=1 {74DC6B31-6271-4B9F-869C-997E9347777B}
PosPt=Transformer.10=2 {0F8A490C-9BCB-42FF-8225-813A86BCF2AF}
Wdg=10=1 {86A578C6-FEB1-4C37-8EC9-FDD9B734AAE9}
Wdg=10=2 {EFBC04A4-2E72-44DB-9904-296E81CF6C55}
XfCore=10=1 {6A80096B-6781-4D18-ABDA-2509FDD79453}
XfMesh=10=1 {E12ADFEE-D5E5-4E30-9C1F-4B17EC7F4305}
XfMesh=10=2 {3F2D8DDC-E469-48B2-B4AC-EC06E7A23213}
XfMesh=10=3 {E3CF0AB5-4968-4A3B-A99D-7ADE5C52EFAE}
34=10=1 {84A7361E-E39F-448A-9EF2-96AA43707E59}
OpLimI=OpLimI_115.1_156.9=0 {36DB13EB-C4AF-4A69-8EC9-1C85AB00E354}
34=10=2 {12CDA2AB-245F-4AB3-9727-DF5BE10E6B21}
XfLoc=11=1 {249A7F4B-CA89-417D-A466-03BEF2BFD54D}
PosPt=Transformer.11=1 {40E6131D-DC9E-4AF3-8CD5-34F25609952D}
PosPt=Transformer.11=2 {9E563CBD-E42A-45C3-93FC-5500DC6CC8D8}
Wdg=11=1 {2C101659-1B08-4767-8E06-2CE0E3C0F0E5}
Wdg=11=2 {78126DCF-2151-4B30-A5FC-0F32FD14F04A}
XfCore=11=1 {E537DB3E-A4D1-41A6-B8A2-EE33568A8CA7}
XfMesh=11=1 {2C2EAC4A-EE33-4981-9E5D-8102AB6A9413}
XfMesh=11=2 {09F9A7DC-8090-46AB-9C65-98C329200F06}
XfMesh=11=3 {F0319729-6A95-4F22-BF32-EB63276B6772}
34=11=1 {0DD3A440-DB47-4455-A5D0-9BE9C21C3C31}
34=11=2 {64F602EF-3C9D-470F-B95D-C7C733F96254}
XfLoc=12=1 {9BF10226-7006-480B-9157-37FF20D420D5}
PosPt=Transformer.12=1 {A1DE1E2F-84DB-44D9-9E72-A6ABE1D7BDF0}
PosPt=Transformer.12=2 {A7EF3443-89FD-4E1C-A6DF-80534301F18A}
Wdg=12=1 {4254B9A4-CA0F-44BB-BF8E-3B345C60CE88}
Wdg=12=2 {8D964B2B-BCCB-4A93-A4EA-9506A798F936}
XfCore=12=1 {A30A79B6-0ED4-43F9-A9ED-C242F7152134}
XfMesh=12=1 {2E50CE84-5C5C-4161-A3CA-C2BDB9ACDDF3}
XfMesh=12=2 {ED5E6793-376A-4ED4-A3B1-A48EF2A8B005}
XfMesh=12=3 {B402E197-2257-43DA-99C3-30B9595F97A4}
34=12=1 {969E5760-5009-44FC-B8FA-152682ED5A6A}
34=12=2 {19AA6A27-11EE-4D56-A161-1898E44E1211}
XfLoc=13=1 {BA33C339-7467-4B12-9E44-C9679DE8CC52}
PosPt=Transformer.13=1 {4D4D5261-3224-4412-A504-53859BF2C410}
PosPt=Transformer.13=2 {4535C67F-3907-4643-A181-F15205A83A8E}
Wdg=13=1 {AE0D46F3-2783-42B4-BE8A-4F035A496831}
Wdg=13=2 {9AC96938-E24B-42D7-AFEF-4BFA10BFAD82}
XfCore=13=1 {E01B3486-34A1-468C-95E8-8439772CE669}
XfMesh=13=1 {05A2AE14-EBFE-41A0-835C-045153B9B2DD}
XfMesh=13=2 {66FCEC14-D493-408E-B771-3830DBD80728}
XfMesh=13=3 {152E1AC5-E487-4C18-94B6-3BD1950C09B3}
34=13=1 {A6EEA13F-A398-4C1C-B87B-D20EE7613D7A}
34=13=2 {898016D1-2EC2-4674-B51B-DFB57FC48F97}
XfLoc=14=1 {093CB031-E29D-467E-B130-922F970049A9}
PosPt=Transformer.14=1 {1627A66D-D6E5-4003-8749-4CB9231DCBE3}
PosPt=Transformer.14=2 {FC423657-7EAA-4ECA-9C74-779B73DDD1D4}
Wdg=14=1 {3B8C7B4D-11C3-4EEC-8872-209329A8C07B}
Wdg=14=2 {64EBBB8B-27D9-4F9F-ACA1-E5D6D4CBEEC0}
XfCore=14=1 {D6D0B3FA-FC71-4006-9D58-A327998C6D24}
XfMesh=14=1 {683BFD01-CC4E-4742-B505-841D86362157}
XfMesh=14=2 {B86F5900-A061-4144-A973-B94075D88C3F}
XfMesh=14=3 {4F7383F1-0ABD-477D-B067-05D5379915DD}
34=14=1 {4985D953-58D2-49F2-A797-55E34674B111}
34=14=2 {22E4D0B2-40AB-4C97-B955-A0F0371DC08E}
XfLoc=15=1 {B139C0A7-8337-4037-904C-972D5C424DFF}
PosPt=Transformer.15=1 {3392BA16-1719-4886-936C-1DC227213E97}
PosPt=Transformer.15=2 {E9F69ACC-CB4B-46E1-8924-97C5E88DC5E5}
Wdg=15=1 {4877245D-CFB7-4802-AAEE-CE94468BD339}
Wdg=15=2 {5FE7AAC4-36FB-4D47-AFAA-7295C85F8517}
XfCore=15=1 {5B0473DB-E835-4D32-90F7-55C68A8CB982}
XfMesh=15=1 {09A9B637-3B77-4253-8DF0-7D015EC63FD4}
XfMesh=15=2 {29D7B5F5-FF09-4149-B12C-114A3CD797C6}
XfMesh=15=3 {D225F843-58E7-4EAD-8BEB-1A1EA33F0BCB}
34=15=1 {A9543FCD-E5A4-4EF8-82E3-7A281FEA5BDF}
34=15=2 {03397494-9EA7-4D55-946D-C48664D1B0A3}
XfLoc=16=1 {C9F0DDCA-5552-4091-983E-FDBE4C040928}
PosPt=Transformer.16=1 {C06496E6-D591-4C33-88F7-E72553F8414E}
PosPt=Transformer.16=2 {1B85730A-1697-4349-9888-D4F463DA4E57}
Wdg=16=1 {C6E73F52-12F8-45F0-A7AB-D09251701697}
Wdg=16=2 {900954CF-6FE1-4FF8-B9DF-FA383C5B847E}
XfCore=16=1 {08871A91-5864-4636-8B01-066912BEBAC4}
XfMesh=16=1 {E5FA2913-A91D-40B0-A45A-6D8F27E195B1}
XfMesh=16=2 {1D94B057-4649-46A1-AFC6-972F50B4BA17}
XfMesh=16=3 {B438BAC3-A7E8-418A-A4D1-EADFAD9B3BB0}
34=16=1 {EDA29BC4-5990-41E2-80F9-E19B47576713}
34=16=2 {87EC5AA7-ACD0-4C70-B3D9-869F5B6C5093}
XfLoc=17=1 {926BBD21-459B-4641-82C9-A6B9BD631907}
PosPt=Transformer.17=1 {3A565762-7B4F-491A-9919-2D8A7F1D17B4}
PosPt=Transformer.17=2 {EBB8EF43-56C8-4436-AAA0-6C54597F7B03}
Wdg=17=1 {AF9837B1-5268-4BEF-9EF7-CA7D6F3EF2F9}
Wdg=17=2 {BF5C68D8-E38D-44F0-8470-2A07A31327CC}
XfCore=17=1 {0EEE4643-FBAE-40D7-A729-9F94091AA5FF}
XfMesh=17=1 {C92ABF45-A67B-4D43-8694-BA44F1E7C564}
XfMesh=17=2 {C1260E60-41EA-46DD-A165-EE5EA60169D6}
XfMesh=17=3 {12385CBB-20BF-410A-A3B9-7FABFCB0962D}
34=17=1 {3786A2AB-A72D-45F7-B661-1FAECD988B30}
34=17=2 {0FE3F224-4033-4029-869C-E391EA7ECCF4}
XfLoc=18=1 {F6FE9F06-41C9-428C-A381-8795785B532F}
PosPt=Transformer.18=1 {97AA70A6-F879-47BC-9E29-EDE9D4938A5A}
PosPt=Transformer.18=2 {8A3D31F4-B5E6-4825-85F2-B3FE373F7BA5}
Wdg=18=1 {005D45C8-58AC-46B8-9D7E-C4D5417F3667}
Wdg=18=2 {1C4FB8B9-61FC-445E-8942-124E17B50CCE}
XfCore=18=1 {863CDCCE-7225-46CC-A500-08CCA8D2BF70}
XfMesh=18=1 {9A1E7025-BAC2-4000-BE16-960EB51FAE49}
XfMesh=18=2 {E79C4A42-2B00-4EBF-A7AC-1EF02E8E6E0D}
XfMesh=18=3 {7C42A32E-6BBA-40E5-A733-2363C527B0DD}
34=18=1 {ED53842C-253C-4FB5-B428-3E139FEF2BCD}
34=18=2 {EC05B7C8-E81E-4BD9-A3F8-8C74D42C3C79}
XfLoc=19=1 {E294594D-8AD2-48C3-A2AC-921774503246}
PosPt=Transformer.19=1 {8B62CE5E-9FBC-4C57-B508-C1387D1754D6}
PosPt=Transformer.19=2 {6269B57E-07D0-4D88-A0AC-34C5AE49B207}
Wdg=19=1 {2329FA7F-FDFE-4D90-85B5-A3D6C897E1F5}
Wdg=19=2 {4399A877-C49D-439E-BE29-37FF724B04FD}
XfCore=19=1 {B2B6195F-57E4-4D0C-9ADC-740B038E7CF9}
XfMesh=19=1 {5540D64D-0B61-4B92-9BAC-053B1D7AAFFE}
XfMesh=19=2 {825A3F6C-30F5-46B6-9AEC-521907DEC848}
XfMesh=19=3 {7D73806A-2EE2-4C60-878C-B03474903E95}
34=19=1 {E20CEDBE-AA4E-4EEB-B797-E164453D8FC5}
34=19=2 {F371CC5C-CAB4-4C53-8E00-632A7BA4D8AA}
XfLoc=20=1 {820D5541-DE2B-46AF-A6E3-E594893D5D34}
PosPt=Transformer.20=1 {5753940B-B9D7-4E49-B660-7753277FA09D}
PosPt=Transformer.20=2 {E7801AF3-FD78-444C-9020-2F3F4807BB45}
Wdg=20=1 {60A92BFD-9DE9-4C86-9238-2FF3E070DFA3}
Wdg=20=2 {3750B48F-D945-48BF-A24D-3C4F8ED75FB7}
XfCore=20=1 {E2F8133A-C0C6-423F-9A58-2BB18EF69BF9}
XfMesh=20=1 {6B9DE2EE-6B46-4AA3-AFE1-A97824C9204A}
XfMesh=20=2 {BBE44E74-609A-4FE1-995D-030BBE20524E}
XfMesh=20=3 {17CE5745-4EC8-4991-90AF-815B2FCE2195}
34=20=1 {1CFD1FBE-A9A7-4AED-8460-92379BAED905}
34=20=2 {20F6194D-1685-4AAB-958C-D3324A502D87}
XfLoc=21=1 {4D2E167B-4CEE-49A4-AB1C-C4BEBC8EC4AF}
PosPt=Transformer.21=1 {42DCCDC9-1FB7-4FE8-B644-DB096174652F}
PosPt=Transformer.21=2 {24C1406F-C976-4BEF-B951-FBEFD7B6563C}
Wdg=21=1 {73605FB7-5C56-4716-880B-A5C943352A30}
Wdg=21=2 {F7B1FA3A-1D25-410A-B289-62A39E7D111B}
XfCore=21=1 {F811079F-09CA-4422-8466-B54134124590}
XfMesh=21=1 {6DA45CDC-7BB1-4438-9FAD-03C5193291D5}
XfMesh=21=2 {BD141220-FAC9-4B2C-9230-136DE493BD4F}
XfMesh=21=3 {1564C9FF-7E22-4DEC-B888-4DFFDE33ADA8}
34=21=1 {05D38401-04B6-4AA9-80A5-E2B75E1B59D0}
34=21=2 {E8CBB63B-7376-45A9-860B-914C30980CB0}
XfLoc=22=1 {C98FAAAC-2953-4ED3-B055-55F9AA5DF659}
PosPt=Transformer.22=1 {0DE819AE-68C8-47E4-84E4-FBC183896EA8}
PosPt=Transformer.22=2 {37B27185-361D-4DF3-8FA2-1969C0EC030B}
Wdg=22=1 {85FC228B-C99F-49FD-BBE8-71269BD3F75C}
Wdg=22=2 {B1A66013-4429-406C-8F87-10FD4487A0F9}
XfCore=22=1 {FD326F75-3A76-40F9-8EF9-5D1D793379BD}
XfMesh=22=1 {3F25F91B-C072-41F8-A6F8-5FC9D6656F5C}
XfMesh=22=2 {A6CE65F8-2A3C-4B21-8631-7AFF267EF4C6}
XfMesh=22=3 {59D490B9-97A3-4E16-A615-E965D29224BC}
34=22=1 {DE3F6974-387C-4B1A-B520-23B9EE1C9650}
34=22=2 {35B7DF9F-CE79-4BCF-A14A-BADF18777181}
XfLoc=23=1 {53F58B50-9FEE-4CC3-9533-D1030E0F2C4E}
PosPt=Transformer.23=1 {0F8000D3-344D-4CAB-8116-744329EF817C}
PosPt=Transformer.23=2 {6D30235A-A6C8-4B80-A287-941F082F117E}
Wdg=23=1 {EA5F7B8D-93A0-45F3-B8F1-8D3177BC891F}
Wdg=23=2 {8D3402ED-6A89-4D74-AC84-F43D4562D1C5}
XfCore=23=1 {E23B4FC3-DD63-4C74-A7E6-773B1F1CED47}
XfMesh=23=1 {8A96CAFE-53B2-48A4-BC01-B25EF4A803BA}
XfMesh=23=2 {031B73A0-7D03-4BA8-8E8E-01E9C818A5CB}
XfMesh=23=3 {A794D241-BC69-4BED-A1BB-19EC258DAB42}
34=23=1 {89D6E045-BBD6-4B44-BF4D-76820269E741}
OpLimI=OpLimI_46.0_62.8=0 {EA2D379D-12B7-48BA-8661-7DA828315C8A}
34=23=2 {9BD459FC-0F8F-4BBF-A302-98C3EE004D54}
XfLoc=24=1 {3C6AC09C-FA50-43C7-A186-774CF5F177B5}
PosPt=Transformer.24=1 {AF6A9130-1332-4341-BE9C-D0C3FBEB3A64}
PosPt=Transformer.24=2 {8F57CDA3-93F1-4B22-A1B1-C98C0E771C34}
Wdg=24=1 {60FB790F-0D50-4BDC-A296-EE4E0830D407}
Wdg=24=2 {2C4D9CEF-858B-42DB-B880-7E330F4733A7}
XfCore=24=1 {D52403CE-4FC1-4DDD-BDB2-64B92984266B}
XfMesh=24=1 {C7249F10-F1EB-46A4-99CE-C68592173C21}
XfMesh=24=2 {82503D4D-DC1C-489C-87A5-EEDE03C22603}
XfMesh=24=3 {FEEBA20B-9533-4129-A49C-5FAB9CA2109B}
34=24=1 {C7E113F2-2329-4188-976F-7F3A4DD27372}
34=24=2 {4FEF5014-7320-47AF-8AC2-FFC440FBE454}
XfLoc=25=1 {20EF644A-F5BD-426A-8990-399DE449A00C}
PosPt=Transformer.25=1 {FDA18942-85CF-4FA3-833B-EE8A90D6E06F}
PosPt=Transformer.25=2 {5B223AF0-706F-48C4-90E7-06793428101A}
Wdg=25=1 {C45F9005-086B-4FD8-84A6-55324F839E19}
Wdg=25=2 {FA133602-65AE-459D-9502-740F4B78CFBE}
XfCore=25=1 {16470449-0B1D-4162-A56A-391CAC05ECFD}
XfMesh=25=1 {2B36FAC0-CB02-4BF4-A80B-EF645F6974D1}
XfMesh=25=2 {699249A8-E118-42AA-85E1-144D37EA7D13}
XfMesh=25=3 {66A8DDC0-F2B8-46EF-9A3D-1F11CDB029FA}
34=25=1 {AF77EFF0-CF94-4A54-B504-E5944FD6EE7B}
34=25=2 {06DCC319-D801-4050-82A0-967B10FD4E86}
XfLoc=26=1 {3BE54D24-BF3F-46B6-905C-E5165C26F5B2}
PosPt=Transformer.26=1 {672FE4F2-ACB2-4B38-BD32-071B30D080FB}
PosPt=Transformer.26=2 {F7954BC6-E62B-41C1-AFC2-7156AB77EEC7}
Wdg=26=1 {CEFB2F97-B60E-43B3-ACB6-491A005F9A7C}
Wdg=26=2 {952E3394-C1BC-43B5-ADEE-34A3CF6F5032}
XfCore=26=1 {101F913F-D454-446F-8C8B-CE8B2D0B29BF}
XfMesh=26=1 {C67C6BB6-C1EB-4FFE-99C3-5C981E041B57}
XfMesh=26=2 {F2B0B839-ECA6-43AD-A94D-0311779E9AEC}
XfMesh=26=3 {15964D17-CC52-48A1-80E5-D40E772DF1E4}
34=26=1 {4E4EBC64-EFC1-4E1C-A0D5-7FDDBE327C6E}
34=26=2 {17976FDE-35F5-4EC1-830A-8FD3F7C844BB}
XfLoc=27=1 {33318586-761C-4B7B-AB41-137C68623A19}
PosPt=Transformer.27=1 {5539AF5F-1A55-4003-9BDE-CA480287AFC1}
PosPt=Transformer.27=2 {D6C1E742-D45E-4D50-B6C2-6E22F9854427}
Wdg=27=1 {AF1953B7-F91A-41B4-B816-084ADC8AAA15}
Wdg=27=2 {0DC7065D-CCA8-49F0-BC5B-1531B30A4EB9}
XfCore=27=1 {3EDC1836-C65F-47C6-8C35-EBB3D6AFD60F}
XfMesh=27=1 {63AED9CC-B15F-44BC-B7A7-5BF64D5F888E}
XfMesh=27=2 {7EBE580E-3ADA-439A-B44B-B0323A10C0CD}
XfMesh=27=3 {91321461-385C-4228-9545-0D4AEAB6FF17}
34=27=1 {FFDF0053-AEF6-47C9-B354-B8AC4482D404}
34=27=2 {C0DDFFC2-5D0A-4CEB-8662-EDDA888E2420}
XfLoc=28=1 {744800B3-DBA3-4787-A9CC-4B40A1D48393}
PosPt=Transformer.28=1 {D126F91F-9974-40C5-A0FB-CB521BC97A2B}
PosPt=Transformer.28=2 {19237845-EAFA-4862-83DF-23A3AA9BF278}
Wdg=28=1 {CF023D91-0993-4646-A2FF-2983F76CF984}
Wdg=28=2 {362F2674-76F8-4348-A5D4-0B1180772A89}
XfCore=28=1 {15965421-2EC0-4104-8591-ACBC74EE1E27}
XfMesh=28=1 {2BAA9D3C-5C2A-42BD-967D-A0EC3A716F54}
XfMesh=28=2 {82C4BCF4-7BD0-453E-A5A4-1D92C4403749}
XfMesh=28=3 {86552F06-E6E6-4190-8D65-F97AFA00E9E8}
34=28=1 {5A31B41A-0427-4DE7-BAEC-112887479799}
34=28=2 {DB1E7D8A-E427-47D9-8774-FBC816BFE0C9}
XfLoc=29=1 {CE7DB0C9-105A-4D0E-8C1C-FDDC2C5080EA}
PosPt=Transformer.29=1 {920C45FF-99DF-4AC5-A4AD-682AC3C241CC}
PosPt=Transformer.29=2 {77CE94E7-C4F7-4EA9-A2AB-706D8613176E}
Wdg=29=1 {A3BCD7B8-622E-4FAE-AF89-F3FD732F713C}
Wdg=29=2 {170F4242-407E-452B-9BB2-C8846DFB6926}
XfCore=29=1 {C7F62C41-423B-4DDA-BE9F-0CA8754BAA08}
XfMesh=29=1 {4F9B8119-CFD0-429A-A8DF-9CD881DFDBE5}
XfMesh=29=2 {346DCE2A-44AD-421B-9A9D-E72B7123612B}
XfMesh=29=3 {83F69157-F703-4651-8DF3-16D6C73C7672}
34=29=1 {67B4FEB3-509F-4A40-AB56-DE7116BADD3D}
34=29=2 {9EDF70AD-3970-4AFD-BDB2-AA90E86D1F33}
XfLoc=30=1 {16F3A901-72EE-4BFA-B06A-8F115A4F1ED5}
PosPt=Transformer.30=1 {D532AD3F-4ED7-44C6-9CC8-3621E9CC73C0}
PosPt=Transformer.30=2 {7FD3D314-F08E-49DB-AA7C-5A25B956E08F}
Wdg=30=1 {78934BD7-EE40-45AA-93FD-257C894B1F26}
Wdg=30=2 {5C57DCA0-3CE2-4753-943B-4857568CC66B}
XfCore=30=1 {9D4B9904-A01F-4973-AB49-E996E81471C8}
XfMesh=30=1 {730C7774-BAEC-4361-B4DC-B9309CBC1809}
XfMesh=30=2 {1DEF4B9B-8E37-4AE2-8C83-2DCF7D3DBA54}
XfMesh=30=3 {E3EB0F36-6F8A-43C1-B3A5-F001170BB2B6}
34=30=1 {18483D54-57A0-4958-8402-57341608E79C}
34=30=2 {226B5DCF-C5BC-403A-B170-CC47E78734E5}
XfLoc=31=1 {6D622474-3A97-441D-8CBD-D815D5C3799A}
PosPt=Transformer.31=1 {81638EEE-A2A9-48D0-96E8-1331F92404ED}
PosPt=Transformer.31=2 {B9EF541B-2553-490E-AFF2-3E4052224E53}
Wdg=31=1 {497F4B9B-95DF-4992-BD96-DBF53809A014}
Wdg=31=2 {26486F4B-8F63-4CD6-A9ED-5C5EA1B70CCE}
XfCore=31=1 {95F3257A-45CA-4FC1-9F83-F7847220C1E7}
XfMesh=31=1 {644D6D87-E35A-4C7D-8FE8-0AFAFD0F0CA1}
XfMesh=31=2 {485CFFD6-0E43-4FEF-8AF4-11C9BC8BB725}
XfMesh=31=3 {C43969E8-F936-45F0-B7C8-7B38570C15DE}
34=31=1 {6DFFA1A3-720E-4E11-8756-955F4383044B}
34=31=2 {6394998B-BBD5-481A-A80F-44A3B2C3FA2E}
XfLoc=32=1 {622377FA-B73E-4EF2-B762-CAE3DD2E7D39}
PosPt=Transformer.32=1 {AAB08091-B496-4AF9-A005-4FB967466D8D}
PosPt=Transformer.32=2 {C7B6E74D-4CDC-499B-917A-F717425109B7}
Wdg=32=1 {8317FA85-548E-483B-B757-52D200514BE9}
Wdg=32=2 {EFDBBAA2-30E2-456C-B16B-AD82C3DF45F9}
XfCore=32=1 {2752B88D-75E7-40D8-AC11-2B114FD22460}
XfMesh=32=1 {76ABEE81-AF08-4886-A5CC-E4BCEB41D0FB}
XfMesh=32=2 {01C20863-5F57-4DA4-9E4E-E1BD3B857775}
XfMesh=32=3 {B3AA1671-2E4A-4049-B495-F148E108C3BC}
34=32=1 {AE3904B4-160B-4867-9595-1162CD9B7575}
34=32=2 {A3BA7A6E-4FEF-4CAF-91CE-AF26E9D335CD}
XfLoc=33=1 {3301C6C1-06BE-41BF-ABF8-BC9B4196F844}
PosPt=Transformer.33=1 {C1B4B46A-EA16-4E6E-B602-60C57FCADB4B}
PosPt=Transformer.33=2 {5260862F-924D-4E8A-B2BA-C149EB694417}
Wdg=33=1 {08360158-5C02-414E-A004-0FB7F45ACA09}
Wdg=33=2 {5C6DB0C1-991A-46E4-B090-2DF731B2FD94}
XfCore=33=1 {E4F4947F-0358-41EB-B362-C6D641E5FA96}
XfMesh=33=1 {CA20DBDB-82EB-4AD8-9D5F-52E342F6E92C}
XfMesh=33=2 {A960DA5F-235B-4468-88C8-443D0CE3CE51}
XfMesh=33=3 {FF8696A6-2B54-45DC-A280-F03D868A9F4E}
34=33=1 {3C1E5435-45FF-4C52-8575-FA1CB19C6A8A}
34=33=2 {9BE6942E-00A1-4B27-AB51-3CD5AD0E64D1}
XfLoc=34=1 {58A872A0-5D6B-43C8-9276-213700371227}
PosPt=Transformer.34=1 {D1AA0C96-9E60-4CBA-9351-5C22A65A2636}
PosPt=Transformer.34=2 {3BC89738-0154-47EF-822E-7C2D4DD13D35}
Wdg=34=1 {847A2C8A-BDEB-43A2-9848-0ECDEEA75FB8}
Wdg=34=2 {B93973D3-B964-400A-8EB9-785FF781FF73}
XfCore=34=1 {2B9920DF-1664-4529-828D-82531C76E7ED}
XfMesh=34=1 {6EF771F0-3A54-426B-822A-D892B002D69D}
XfMesh=34=2 {798A1FC0-0E50-4F41-8B54-7C673BFA076F}
XfMesh=34=3 {7F95D4E0-1E15-49A5-82F7-6B1ABD6C4859}
34=34=1 {3BF8BD49-BF46-4978-AAB5-A40EC5951F01}
34=34=2 {416DA36A-7D81-46B9-88BD-9C8B98E49AC6}
XfLoc=35=1 {7B5CF22F-C703-4734-ADA8-43832A144546}
PosPt=Transformer.35=1 {54EF1CA2-08D6-4442-B842-25E247271CB7}
PosPt=Transformer.35=2 {969826E8-109F-4C8F-9B4E-38763952BE3E}
Wdg=35=1 {02AB2626-97E2-49A5-8D66-1376D75E2B89}
Wdg=35=2 {93F559B5-B320-40D4-99BC-A324B71149F1}
XfCore=35=1 {4A6AE334-1783-46EE-8F43-3317ECEB2E62}
XfMesh=35=1 {BA781483-104A-4029-A61A-A7DE71A30705}
XfMesh=35=2 {22C286FA-9D94-4B1F-AA1E-A491738621A3}
XfMesh=35=3 {BAA05574-A8BA-4567-8C49-971C90E5F782}
34=35=1 {F813362A-F7B0-439A-91B4-225072AC32BC}
34=35=2 {3098AB94-211D-49F1-90DD-74787D59F355}
XfLoc=36=1 {112A73BB-5EBB-44D2-AE26-6E5BBA60CB77}
PosPt=Transformer.36=1 {778F4E2F-BC96-4B47-89BB-AAC335BE0156}
PosPt=Transformer.36=2 {4B9F58F9-5E2A-469C-BD95-6D2C87085A68}
Wdg=36=1 {07604FF8-4480-4487-AC42-767062D6B400}
Wdg=36=2 {5573C0E3-B815-4AC5-B572-A87E15697894}
XfCore=36=1 {F4BE830A-F810-46FC-837D-07B66AD791E7}
XfMesh=36=1 {C2A8FEC8-F1AA-48E4-BBC5-8EED3F9D59EA}
XfMesh=36=2 {587FB5C5-0A36-4671-A721-AD6B14178624}
XfMesh=36=3 {DF09BA80-00C7-4917-888F-7815680BA514}
34=36=1 {A2C3CB8B-00C6-4171-B73F-0A5653080EFC}
34=36=2 {BB622536-567D-4548-AB99-422843E44255}
XfLoc=37=1 {0A3C24E1-B74D-4EBD-9CFD-ED6A8F51AE1D}
PosPt=Transformer.37=1 {9C0803E9-F7B0-4108-8A08-807E8BAD1F20}
PosPt=Transformer.37=2 {2C465A0E-0CBE-4C4F-AF3C-7CABF095921D}
Wdg=37=1 {91387CF0-EF57-4CBB-9D47-FC5495EFAEDB}
