Circuit.ieee13nodeckt {8122F968-1805-4CDA-826D-E7006985C23B}
50=632633=2 {DA0A0CAC-D09D-446E-A1BC-6EFF186322CD}
PosPt=Line.632633=1 {B9A875B0-5192-4490-8CD3-1003F3A65CC1}
PosPt=Line.632633=2 {7CDA91D2-FFA7-4EFC-94B9-34C612034CBC}
LineLoc=632645=1 {4F8B26E5-E635-4CF7-924B-6B870457A2E1}
LinePhase=632645_C=1 {F30AA8BC-047F-40CC-8903-2D921BEC3B54}
LinePhase=632645_B=1 {F1B9A81D-92D5-407A-A4F2-508063F64E31}
50=632645=1 {8BA62BC5-AE8E-4A1F-B472-D7411938B9DD}
OpLimI=OpLimI_230.0_600.0=0 {357ACE26-D18E-4226-867F-910AB6282B3E}
50=632645=2 {52C6F1D6-50E9-4BF6-8D96-3F080574FE66}
PosPt=Line.632645=1 {6254FC18-F6E7-43FB-BCD5-72BDFB85293D}
PosPt=Line.632645=2 {F40C0FE4-E9B8-4658-9B81-649BF6BEF222}
LineLoc=645646=1 {838A2654-3A98-41C8-A86D-3A5DC6E952D0}
LinePhase=645646_C=1 {3C1C9440-25A4-43B2-BB52-72BB96FA1DDB}
LinePhase=645646_B=1 {7CDAC1FC-2C4C-4A48-B07B-6A19A7CA0B53}
50=645646=1 {BB87F798-C32F-4FD4-8473-E498218961FE}
50=645646=2 {37DE1E4E-0C6E-49DC-9921-A4C471E4A48A}
PosPt=Line.645646=1 {920786E5-F0C0-4BB9-83A9-2D8CABE842AC}
PosPt=Line.645646=2 {72A65268-EED2-4EA6-BAEE-0E2DBB74668A}
LineLoc=692675=1 {066D5768-BEB0-4B09-82D7-2819FEC026AD}
LinePhase=692675_A=1 {9F5D6B56-236F-44B9-A8D4-C738921A2AC2}
LinePhase=692675_B=1 {78F1E84B-6223-411D-BDC2-289CC0245EC8}
LinePhase=692675_C=1 {7E646D33-5EF9-4D9F-B398-E320CFB9BF11}
50=692675=1 {B5424D2E-288C-4294-97FA-A7B324EA5D41}
OpLimI=OpLimI_260.0_600.0=0 {374537F8-5367-4F8B-9416-3670374AE687}
50=692675=2 {E40D4FD4-2BAD-40D1-9CB6-26FD6C0162EC}
PosPt=Line.692675=1 {C9FA6D48-0C90-43DB-A12D-47F5A9155D22}
PosPt=Line.692675=2 {B565B833-1F8A-4C14-8B0C-EF1A30B76681}
LineLoc=671684=1 {EAF0CCE9-614C-4CE5-BAF5-BA6CA8DB2C41}
LinePhase=671684_A=1 {7BDB7185-09CF-4F7B-9C0C-64F891C389D1}
LinePhase=671684_C=1 {8A23CFBC-0843-42F3-925E-7E13B735E9D4}
50=671684=1 {30FE62B6-E25D-48AA-9CA8-D97494C4350F}
50=671684=2 {2E481E95-78E2-4AD4-91E8-4E17CDB05B2A}
PosPt=Line.671684=1 {AB31EF12-2AB2-4E90-87E0-07C731C28CDE}
PosPt=Line.671684=2 {22076760-E1BA-45E7-AAE9-2D7DFE81416C}
LineLoc=684611=1 {7FD520C2-DB2D-4675-BA30-3E186D6A2BA1}
LinePhase=684611_C=1 {796724F3-3772-4F28-A33D-2B4E102D6968}
50=684611=1 {48AF6B99-6590-4935-A45D-D39935BD1E1E}
50=684611=2 {7051F4EB-FFC1-42CC-8E86-A9F6585B2B3B}
PosPt=Line.684611=1 {206276CE-F40F-4706-A2C7-2DE7F60E2DB1}
PosPt=Line.684611=2 {45783BB8-1769-457F-BC44-AEBEB7C76096}
LineLoc=684652=1 {76F71312-3C70-4415-B116-C2096A215BEB}
LinePhase=684652_A=1 {97B86F8F-4E2A-48B2-A063-3585B30DD018}
50=684652=1 {064F4F3D-A8B2-45BE-BDF9-D821CD30EB0E}
OpLimI=OpLimI_165.0_600.0=0 {DD6C64C3-41CB-461E-95ED-F8B9C44C353C}
50=684652=2 {D6D2A681-55B6-4F21-B270-80561F6F7105}
PosPt=Line.684652=1 {D009F4E6-163B-45E9-9B8D-0248FA3D4EE6}
PosPt=Line.684652=2 {E089374E-DB3E-4C95-A3C5-549CE6F2EEB8}
LineLoc=671692=1 {D139F0ED-6529-432F-9E00-73CD63F2FD3C}
50=671692=1 {535E2B24-90CA-4E63-AD26-816170B0A075}
OpLimI=OpLimI_400.0_600.0=0 {29BB96CC-A062-4EBB-BF06-6042489D0F77}
50=671692=2 {0729BDC8-0EA6-44BA-8255-D50B5BC60266}
PosPt=Line.671692=1 {8C6AECE4-BACA-4F74-A281-BAD44EAD25A0}
PosPt=Line.671692=2 {550F4753-3A9C-4B25-9573-1AE4EE06C111}
LineLoc=brkr1=1 {1E54B830-84D9-4CEB-88D0-B7ED624C10A9}
50=brkr1=1 {92CFD19A-9BFA-4B46-8FC8-0CB74D1A83E8}
50=brkr1=2 {68465EFB-DE25-4631-9C78-32CC21AA9D97}
PosPt=Line.brkr1=1 {7DAD7586-2E04-4D19-89DE-1F512801E706}
PosPt=Line.brkr1=2 {97EF414B-F73F-49EE-8110-C0BD42783A58}
LineLoc=fuse1=1 {1EC2F748-015C-471C-82AE-B016C7AD8FFB}
50=fuse1=1 {AF129653-923E-4A53-B41F-316DE445B6C5}
50=fuse1=2 {527EB329-6DC9-4C97-88F8-17297B12DC0E}
PosPt=Line.fuse1=1 {94B64430-3AE0-4B20-AFC2-B3C39CAAA885}
PosPt=Line.fuse1=2 {CA8DB08C-5441-40E9-8E6B-B0358DAD49D0}
LineLoc=rec1=1 {5BC270CC-92CA-4FFB-A5C3-0593ECED40E7}
50=rec1=1 {B2F8ED04-C15C-4200-9A36-8D6046C51935}
50=rec1=2 {F19E5712-9F07-46BF-BB21-B302B20F8503}
PosPt=Line.rec1=1 {903D51F3-40E6-44CA-93B0-FFE0C49B817F}
PosPt=Line.rec1=2 {D32A6750-F892-4A15-ABCD-B5F770E5A0E1}
LineLoc=sect1=1 {81844DA9-2491-47E3-B81A-DD27CC0834CE}
LinePhase=sect1_C=1 {AD7F2542-4039-443C-AFA2-1A48DC2BEDC2}
50=sect1=1 {47F181CD-1B57-4281-9722-16AC1D867C4F}
50=sect1=2 {B1843ECF-DCD7-480E-BC19-4B4F87A15CDD}
PosPt=Line.sect1=1 {F7910C57-10F5-487F-A2EF-93BA307036C5}
PosPt=Line.sect1=2 {70DC228E-792E-4088-864D-D3AC3CD2C2A1}
LineLoc=sw_bat1=1 {34DAA54B-33B1-41BC-8D6C-061893296C06}
50=sw_bat1=1 {9B8BFEE9-99F7-4594-8E70-950A079B6756}
50=sw_bat1=2 {9E7CDD21-C182-4AEF-BDE2-9A7071025C77}
PosPt=Line.sw_bat1=1 {C96CF35B-9D01-4DE9-9E4D-3BA2A1423987}
PosPt=Line.sw_bat1=2 {DCB4DEC7-EB84-4072-B27E-8701093BB773}
LineLoc=sw_bat2=1 {8A190D21-2674-4B52-8AAC-A2A2B32AAA2D}
50=sw_bat2=1 {8F00BEB2-F16D-43CD-88DB-95768A2C9EDF}
50=sw_bat2=2 {8D423AA0-F739-455F-A9CE-D116B21BFEFD}
PosPt=Line.sw_bat2=1 {3B61A340-86D3-443B-9137-D426E6A813F3}
PosPt=Line.sw_bat2=2 {BD6EB745-21D6-446B-A7A4-DBC83F4D4851}
LineLoc=sw_bat3=1 {6A5CBA09-F14A-42D0-9926-95BF61992FC7}
LinePhase=sw_bat3_s1=1 {7626126F-666D-4AF1-A081-D1059E5B5FBE}
LinePhase=sw_bat3_s2=1 {7C3691EB-B8A1-4C88-B385-FC94788637D2}
50=sw_bat3=1 {3721C4CE-A8FF-48F4-91F3-A02285009EB2}
50=sw_bat3=2 {E10B7766-DCFD-4F0C-AF08-88009B0FC3A7}
PosPt=Line.sw_bat3=1 {E8F444BF-5498-4691-9A70-C9362655B2E5}
PosPt=Line.sw_bat3=2 {39719C40-9C75-4901-AA59-4B79CF4155D0}
LoadResp=ConstkVA=1 {79EAD1A4-1D41-47BE-AE8E-E4525B2E07EC}
LoadResp=ConstZ=1 {F6E9DED5-7841-4BA4-B5E4-9F487338E9CE}
LoadResp=ConstPQuadQ=1 {4ABF754D-BBE7-48BA-AB9D-4C9C42E80BEC}
LoadResp=LinPQuadQ=1 {D93BC1F7-49FA-4CD9-84BF-D41971D6BF00}
LoadResp=ConstI=1 {479EEB41-725D-4C05-94A6-6086A812AB88}
LoadResp=ConstQ=1 {80C6AC57-F96B-4101-B62C-E7FB30B5DE8D}
LoadResp=ConstX=1 {BB24FE4B-EB25-4ED2-9087-3F83DFFE983A}
LoadLoc=671=1 {008D1B0E-B5A9-4EF0-B3CC-9F074B0A7543}
59=671=1 {CCF3073A-F0A7-4F2B-8856-8C8EEB354CA3}
PosPt=Load.671=1 {5C07C07C-0D4C-4F4A-806A-B07C2A139787}
LoadLoc=634a=1 {A09BDE41-1D3B-467B-986D-ACA30F6F73C1}
LoadPhase=634a_A=1 {8685078B-3442-408C-AAE6-093ADC131FF7}
59=634a=1 {06D16906-4D79-4A2F-BF0C-0923FFE0215A}
PosPt=Load.634a=1 {42BE7642-C5C7-4674-A89A-1B05840D56C7}
LoadLoc=634b=1 {D1DD1D6C-8AAA-45A1-BE91-22AE58895811}
LoadPhase=634b_B=1 {7B4C3E86-5558-4E75-BF97-A61E54E23E1F}
59=634b=1 {E254679F-C17A-4A47-8A44-E759BC410BB0}
PosPt=Load.634b=1 {1BCFA147-D0D4-4BE6-9598-199804AC4F5B}
LoadLoc=634c=1 {51F9E0AB-67CE-413E-8489-B9D897FFE076}
LoadPhase=634c_C=1 {0E4A13EE-DE7D-4415-A983-23BB3AB6A6C5}
59=634c=1 {14431CC1-9D58-4115-BEEB-9BABE6C46550}
PosPt=Load.634c=1 {51571B40-9CD2-49E9-8930-70896CE2E21E}
LoadLoc=645=1 {D0EB48BC-2339-4DF7-99A5-96590A62A7EF}
LoadPhase=645_B=1 {836184C2-DCAD-4990-806D-DC618EA5CE5B}
59=645=1 {95FEADA7-2373-4B30-BCFC-FEA4AFA9C94F}
PosPt=Load.645=1 {274F3D13-F741-4AE7-A3EB-E98396C8638F}
LoadLoc=646=1 {0C82AE4A-06FB-474A-B8DC-5F8C027FC1FA}
LoadPhase=646_B=1 {FD2C92C5-6E19-4A71-A03F-C5C0F721885C}
59=646=1 {B49183F8-8EED-4652-AC81-C7A580DA24CA}
PosPt=Load.646=1 {2B2E4103-4425-4168-9A6F-2CA016B58237}
LoadLoc=692=1 {885AAF3C-F907-47BD-89BC-AC3DD3505345}
LoadPhase=692_C=1 {CE3C81DD-4D25-4175-BE65-E9A64A46E2DD}
59=692=1 {0314881D-8E4D-4239-BF15-1D1BC50CF863}
PosPt=Load.692=1 {468C9462-17EE-400E-A0D7-3F4F6D8DB3DC}
LoadLoc=675a=1 {E5D9E154-B085-4E88-9B6B-56039B6E0FE9}
LoadPhase=675a_A=1 {5B65E598-07E9-440A-B4CB-B3944B5F305E}
59=675a=1 {8670D402-6036-48D4-9977-B025A9DD21A7}
PosPt=Load.675a=1 {DD67CC0D-C977-4D78-ABE5-09D5D7DFDA31}
LoadLoc=675b=1 {FA0C4E83-5E20-4D22-883F-451AD17BCBCA}
LoadPhase=675b_B=1 {324F9F57-6B9E-4694-9EF6-52FB99A821A8}
59=675b=1 {A814FE1D-C7B4-4053-8883-F1F692A6639E}
PosPt=Load.675b=1 {BF0CC788-4C24-4810-BA90-C1684C7E3F75}
LoadLoc=675c=1 {9455AA73-0D2F-45AF-807A-066584BA1360}
LoadPhase=675c_C=1 {786E7C79-2EB5-4A67-AB84-F9B7186D149C}
59=675c=1 {400E8DA5-FEFD-46B8-BFBA-16F3FBB78CBD}
PosPt=Load.675c=1 {38986584-133B-4DB6-88AE-5123F548EED6}
LoadLoc=611=1 {A31696E7-980C-48E7-820A-56603F8B523A}
LoadPhase=611_C=1 {310E4C1D-9BF3-4E35-91E1-E58F59346F3C}
59=611=1 {AAE1155E-AF02-4D5C-BA5D-BBC9AF400508}
PosPt=Load.611=1 {5A725FD0-71FA-4054-AD4D-F926239583DE}
LoadLoc=652=1 {42334183-0869-447E-94BD-C72B16B94CA7}
LoadPhase=652_A=1 {F6052BCA-2FE7-4A98-AC52-BEDD072C6599}
59=652=1 {C1055C78-5C60-48EB-80C6-D2CC3A3A1F42}
PosPt=Load.652=1 {420B7A08-3610-48E7-8C7F-42B865632EE3}
LoadLoc=670a=1 {F75866E3-8870-4C46-8D81-3D1190D4AF52}
LoadPhase=670a_A=1 {F7BB5170-C2FF-4123-A85F-BED77C798291}
59=670a=1 {DC201BCC-745D-4D40-B088-314FF445B5AD}
PosPt=Load.670a=1 {7172F97E-E8DB-4A49-A730-287E2E167757}
LoadLoc=670b=1 {6059DA46-5E37-490C-B152-C3C2192351D5}
LoadPhase=670b_B=1 {C31F8F29-D524-466F-AFFF-DA096001ED35}
59=670b=1 {C71A2D1F-62BC-46B2-BA0C-1F329D412AE6}
PosPt=Load.670b=1 {547DA6A0-C2AB-40A5-9B06-7204796D5130}
LoadLoc=670c=1 {2E7A1942-40FF-46E7-9D36-AF0F8EA74147}
LoadPhase=670c_C=1 {786553B1-435F-4C24-A6DB-D4A03637FC61}
59=670c=1 {0213406F-7CC3-4AC2-A728-4C39F53AEB32}
PosPt=Load.670c=1 {79691C48-A692-43CA-A0E3-2D05FC46997C}
LoadLoc=house=1 {55C1E441-8F1D-4B70-A94F-EF95BADC8E94}
LoadPhase=house_s1=1 {EEDF5955-78A9-42BE-A45E-5920D4B4B215}
LoadPhase=house_s2=1 {ACA8B69A-49AD-4E71-816F-458AD2029B3F}
59=house=1 {067E1D59-E6C3-4081-BD5E-532FC6B9105E}
PosPt=Load.house=1 {6AB4A5A3-C842-4637-925D-FD7916618191}
ZData=mtx601=1 {1A515D0F-9CE9-4C2E-BBB4-E1A849668B89}
ZData=mtx601=2 {4A50329D-648D-40CD-AF1A-6EAAB7892584}
ZData=mtx601=3 {DAC32899-22C1-4E3B-BC7A-09D88357FE09}
ZData=mtx601=4 {2A5A36F9-A003-41AF-B379-2699457543D3}
ZData=mtx601=5 {00B37CE4-ED6F-4362-9AF5-CB249B41E61B}
ZData=mtx601=6 {EFE82FE1-570D-4A4E-95B4-A62A10BBCB8D}
ZData=mtx602=1 {3A871E4D-CB30-49B8-ADA5-2CD9A3D56591}
ZData=mtx602=2 {2805D5D8-C89B-4AD4-A92C-D729E5E95F59}
ZData=mtx602=3 {0DB7312A-2EE3-40E9-B9A9-394DC95EAA92}
ZData=mtx602=4 {7B3F774E-FEFD-43F6-803B-4E0F1AF8CA51}
ZData=mtx602=5 {F9EA0D2E-9B3C-4667-A1D3-4A7927300399}
ZData=mtx602=6 {CE8A5585-34B8-48A0-AF3D-9B3F10218573}
ZData=mtx603=1 {73D56977-FA25-4D8B-BE34-85F5D6F1EDCD}
ZData=mtx603=2 {D6311B80-8A89-4870-ACFD-5E12FC2D56F1}
ZData=mtx603=3 {F4245885-0443-4AAA-ACEC-F472106DE9C0}
ZData=mtx604=1 {3C1D40D1-0BCA-4365-8AAD-1E3F35D4C4D3}
ZData=mtx604=2 {932F67E5-28F9-4DEC-A111-474AF781B4D6}
ZData=mtx604=3 {6B993156-AC2F-4A2E-AED2-893A46F7A488}
ZData=mtx605=1 {1B460083-790C-4B46-9D01-AA33D3BBFA21}
ZData=mtx606=1 {0CA22E9D-BA3D-4802-B0C0-F8C452019DB1}
ZData=mtx606=2 {A4193297-C4BD-4F75-93A8-608A89AE9B54}
ZData=mtx606=3 {BEDC62FA-9B70-41E4-A6A8-2E321A3EDEDC}
ZData=mtx606=4 {7862B971-B5EF-42CE-B52F-CC78A0337538}
ZData=mtx606=5 {D1273938-8E51-446A-9EC2-92317ABAA47B}
ZData=mtx606=6 {0313D5A9-EF79-4E4D-ACF8-83BE3CD931C4}
ZData=mtx607=1 {D28DC8A6-48D3-429E-B658-296D5BFA57E4}
NormAmps=OpLimI_112.4_149.9=1 {D40BC985-D065-4F3B-81CB-06B4E2C11BD9}
EmergAmps=OpLimI_112.4_149.9=1 {6E662BDB-FFAD-477D-A308-3B19E6BD652A}
NormAmps=OpLimI_56.3_75.0=1 {C2F1771C-42BE-4F27-A401-3ABDD78E8698}
EmergAmps=OpLimI_56.3_75.0=1 {E0097B63-62DE-4964-99D9-B64DCCDA4921}
NormAmps=OpLimI_27.6_37.7=1 {E003E1FC-78E2-4F2E-AFAA-837F3E42C571}
EmergAmps=OpLimI_27.6_37.7=1 {E95E72C4-3360-415F-A4EF-DC9F980E392E}
NormAmps=OpLimI_763.6_1041.3=1 {46C9F31E-0E11-47F2-BA87-C0FA315905C1}
EmergAmps=OpLimI_763.6_1041.3=1 {5A04E638-8903-414E-AF6B-E13EFE182994}
NormAmps=OpLimI_76.3_104.1=1 {4DFE203C-BDBC-4EC7-8B81-B375CD808E96}
EmergAmps=OpLimI_76.3_104.1=1 {AB54D4D0-46BB-4534-942D-F59637169EB0}
NormAmps=OpLimI_2.3_3.1=1 {92F2FD08-F052-4A4A-BA70-4094A95535C4}
EmergAmps=OpLimI_2.3_3.1=1 {D9019466-E7DD-4024-BFA2-49A20E698419}
NormAmps=OpLimI_730.0_730.0=1 {78EAD825-905B-4106-BF11-CF941B27B504}
EmergAmps=OpLimI_730.0_730.0=1 {7296172A-1C1A-4A3B-88BB-51A1A3225FC0}
NormAmps=OpLimI_340.0_600.0=1 {BBCB270F-F6A1-48B2-87EA-C99DE4523255}
EmergAmps=OpLimI_340.0_600.0=1 {FE4A9ADE-FD28-42AC-B462-8A79959AE87D}
NormAmps=OpLimI_230.0_600.0=1 {C09284B0-7C28-4ED7-8C88-E46E35615C42}
EmergAmps=OpLimI_230.0_600.0=1 {EEBB536D-1F23-447A-ADB2-A3A2BCE515E0}
NormAmps=OpLimI_260.0_600.0=1 {C82DD556-6750-4C7A-8E53-46F204C40623}
EmergAmps=OpLimI_260.0_600.0=1 {E2CB8AD2-B4DF-421C-A205-19BF9D9E57C9}
NormAmps=OpLimI_165.0_600.0=1 {D1335881-4F4E-4911-A613-1BF5DC46C1B5}
EmergAmps=OpLimI_165.0_600.0=1 {1FB8ABE0-46C0-4602-B2A9-E0A54C3FA508}
NormAmps=OpLimI_400.0_600.0=1 {214743E4-D5B6-46CF-91FA-5907C156E842}
EmergAmps=OpLimI_400.0_600.0=1 {DD8BA109-F5B5-406A-A7ED-D64D54D1E905}
PUZ=sw_bat3=1 {9810B1C0-EC92-475B-9326-475A483B4272}
ZData=sw_bat3_PUZ=1 {DE3FD28D-2674-42DE-BB57-8A9EB0D26139}
ZData=sw_bat3_PUZ=2 {2D97BABC-EB8D-4AE4-A210-9AEA90F460BC}
ZData=sw_bat3_PUZ=3 {BB299975-466F-4D51-8602-A98EF4920EDE}
