Circuit.ieee123pv {CBE09B55-091B-4BB0-95DA-392237B12640}
Bank==xfs98a=0 {EF8BCC85-61D6-4554-97D6-6CD71CE3D93C}
Bank==xfs99b=0 {4A6F719E-2CEA-4B5F-9D95-5E33DC55CF9B}
Bank==xfs100c=0 {53170B74-9D4B-47A0-97C3-DB24AAC8EB5D}
Bank==xfs102c=0 {EEE48D6B-88D4-460F-A784-D6A2BA2AD6F9}
Bank==xfs103c=0 {1B5EC4F0-20B5-48C3-9C81-EEC172D591AA}
Bank==xfs104c=0 {B473E0B9-55F0-4B1C-958E-5CA00ADBC710}
Bank==xfs106b=0 {2BCE758F-F502-470F-B543-E047708F2230}
Bank==xfs107b=0 {F557F4B1-662C-4F3D-9A4F-AFDD607EC425}
Bank==xfs109a=0 {6860D302-B5F3-4034-B400-AC6B9537D9AF}
Bank==xfs111a=0 {EC692A76-566F-400B-B1C5-2C18CBA051AB}
Bank==xfs112a=0 {D5681289-B794-4346-8B3A-2EB08F9BEC65}
Bank==xfs113a=0 {AC24FFC3-6A00-4AC1-A091-46855B03E633}
Bank==xfs114a=0 {1F51FB6F-5780-463C-9AC3-A4EC235BFA96}
XfLoc=reg1a=1 {21BB477D-5297-4422-96EF-0471332CC18F}
PosPt=Transformer.reg1a=1 {6FA78D0F-137C-4DC6-8213-26060DBFE1B9}
PosPt=Transformer.reg1a=2 {27A9BFEB-A007-47FC-93A1-7441C4CB2076}
Wdg=reg1a=1 {BAFACC04-36FB-4A27-9E60-EB1C69D86E62}
Wdg=reg1a=2 {7C343B9B-F1D1-4032-9444-EBDC10C74EAA}
XfCore=reg1a=1 {4BF80642-CA93-4132-B712-DC5511BC3D72}
XfMesh=reg1a=1 {15C9E429-7481-4875-84E7-D3218A61A2BE}
XfMesh=reg1a=2 {77A4AC60-B753-4523-8BE2-EF2601070A22}
XfMesh=reg1a=3 {FAF18CAF-3DCA-445C-9E71-02E19AE4D9C3}
34=reg1a=1 {149454A9-B9C4-4FE4-9EC2-7C5255162E11}
OpLimI=OpLimI_763.3_1040.9=0 {4FDADBC1-6AFA-4EC7-99CF-F7721B0C75E7}
34=reg1a=2 {E205246C-C958-4689-98EB-E20CA2E7A6DE}
XfLoc=xfm1=1 {EA70E695-C1E6-42F4-9EA9-7549D3013AF3}
PosPt=Transformer.xfm1=1 {01AB1FBF-AD0C-4293-9C8C-AD80EDFC5BF7}
PosPt=Transformer.xfm1=2 {5F3CCAA2-EBC1-4A6A-B08D-D1B965C1FB4A}
Wdg=xfm1=1 {C62B96FB-AAEB-433A-8A0B-6579AD97BC03}
Wdg=xfm1=2 {0C88DC4A-6819-4393-AA43-101DD64E9397}
XfCore=xfm1=1 {0DFD2E91-BC6E-42FC-BBB8-4302F5ABBBA2}
XfMesh=xfm1=1 {AAAEB13D-1D19-48EA-A209-E0DFC5BBBB38}
XfMesh=xfm1=2 {111DE2E5-090A-41EF-8407-B9E3EACD92A7}
XfMesh=xfm1=3 {BEBD6DE0-0C71-4026-B0AD-B736489BFE2E}
34=xfm1=1 {2112A972-1990-4F45-AC28-F45BDCD9B4B0}
OpLimI=OpLimI_22.9_31.2=0 {40522931-6C66-408C-884D-C7C731EF947F}
34=xfm1=2 {AD95208B-8CDF-4469-A2C3-B58BE23831AE}
XfLoc=reg2a=1 {203A077F-D204-4E1F-9246-EAF6DBA5E98B}
PosPt=Transformer.reg2a=1 {845D4BD8-3132-4338-A1F5-D767856F052A}
PosPt=Transformer.reg2a=2 {BFB60023-D85B-4D47-B1DF-06731A9C0330}
Wdg=reg2a=1 {A4B09DA9-A6A0-46A7-ACD0-F3AF8DF1E8AB}
Wdg=reg2a=2 {E3736754-41B6-4007-88DD-6FE0900E15D0}
XfCore=reg2a=1 {5F0C42AF-CFE0-4E32-8915-FAA0149A7AC9}
XfMesh=reg2a=1 {4B3D7F88-028F-4E9E-A29B-272C1400B775}
XfMesh=reg2a=2 {CE4AD6A8-45F1-48D2-B5B5-FF6DB6A4A84D}
XfMesh=reg2a=3 {4E7EF26D-664C-4297-85A7-4BD155CF9BF5}
34=reg2a=1 {5059FA06-8A71-4A6E-945D-AB6EC9F5AF3A}
OpLimI=OpLimI_915.9_1249.0=0 {2E6EA740-CABB-49A2-BACC-2B666EF64CB3}
34=reg2a=2 {8DD49855-0075-496F-8C1A-C6169F7A74EE}
XfLoc=reg3a=1 {8DB5093B-9C66-47D0-947B-11F3B5D80475}
PosPt=Transformer.reg3a=1 {77CB2563-50C0-4053-B0FE-F170627429CD}
PosPt=Transformer.reg3a=2 {0C992C2A-9472-4D02-9819-B7748826B007}
Wdg=reg3a=1 {F7812E97-1F54-4AD3-989F-33B50EC809CB}
Wdg=reg3a=2 {BBA8D765-1C86-43E3-9DB3-771ACA1D7C86}
XfCore=reg3a=1 {4C986022-D70B-46A6-9330-CA5592D02B1E}
XfMesh=reg3a=1 {B15C94F3-E210-4DD9-B7D4-2C6FED0161AD}
XfMesh=reg3a=2 {0ACE3384-0701-4897-8241-5BA8B8C31918}
XfMesh=reg3a=3 {DBB6874D-F31E-46D8-854F-815246DBDE61}
34=reg3a=1 {A5FD5869-F414-4897-911B-43F05420FCB0}
34=reg3a=2 {29CE9DB2-2248-4904-85A6-B967A4D60E3B}
XfLoc=reg4a=1 {4067A5F9-60A4-47FD-A9E3-FAA3F43509A8}
PosPt=Transformer.reg4a=1 {F79BBD43-3224-4113-A3D7-88D549990113}
PosPt=Transformer.reg4a=2 {F2A71DB0-0AD2-4119-A5CD-5102BF867ED1}
Wdg=reg4a=1 {8941C986-2161-4110-ADEA-EFBEDCBDB3AC}
Wdg=reg4a=2 {9BCF8310-4C3B-41E7-9B82-85824173017C}
XfCore=reg4a=1 {32BB32FD-8E46-4B80-9F98-B71B6FD2D1D1}
XfMesh=reg4a=1 {F97273F5-D024-4630-AB32-B12732B11A00}
XfMesh=reg4a=2 {931FD611-CECC-4D61-9B6F-2E317B6A1FCA}
XfMesh=reg4a=3 {970343B5-F301-415C-A061-1BB70D0CCBDE}
34=reg4a=1 {99D3F3AE-78F3-4171-8AC9-8E7CC8915702}
34=reg4a=2 {109B26D4-52B7-4D88-A479-411E9876BD68}
XfLoc=reg3c=1 {251D5735-FDD4-470E-AE61-ABDB4D32F0E5}
PosPt=Transformer.reg3c=1 {DFC58094-4C6A-4446-A62E-DE3AEEE27EAF}
PosPt=Transformer.reg3c=2 {9000D2E9-8144-499F-AB5B-54DF84F53559}
Wdg=reg3c=1 {209309F2-9B41-4521-97D5-84E037765DDD}
Wdg=reg3c=2 {C1814BE4-C42E-4B46-8FD6-497FF02138F5}
XfCore=reg3c=1 {E2C89889-B7F6-452D-BF18-34DEB12A0963}
XfMesh=reg3c=1 {C72CDCF3-AE16-4D1E-A6BA-167CE0B0CDA5}
XfMesh=reg3c=2 {AD3C9662-930E-495D-BD50-72E49FBECC12}
XfMesh=reg3c=3 {168A30B7-ACCF-41F7-B067-970059024889}
34=reg3c=1 {6F0CCAB7-77C7-45A5-87B3-A82540735809}
34=reg3c=2 {43CA0327-E8D4-4646-9D30-DF6F3F21A8C0}
XfLoc=reg4b=1 {C8486AE7-80EB-4B59-B29F-7A060BE3D290}
PosPt=Transformer.reg4b=1 {294E0AA8-E1E7-40BD-92AC-A4FCF958BF59}
PosPt=Transformer.reg4b=2 {0E5FE60E-E6C8-4B89-BB22-1AC4A7816714}
Wdg=reg4b=1 {4A5F0230-1997-4613-BB90-252E294A4C5C}
Wdg=reg4b=2 {A65780A1-BC4A-4936-8B8D-96C2CD883FD9}
XfCore=reg4b=1 {FE70E357-68FE-4C06-B2CF-C80F91A798F5}
XfMesh=reg4b=1 {3A5E5DE6-B337-4F80-9B93-56A29019A473}
XfMesh=reg4b=2 {15073184-D18A-4879-8654-071175B71B8F}
XfMesh=reg4b=3 {8824FD7C-A649-4519-A36D-B6D369BB3162}
34=reg4b=1 {423CCF63-62AB-4D54-8A28-83053D468FA9}
34=reg4b=2 {F1EB67AF-17BB-4583-A2FB-2F7FCA35582B}
XfLoc=reg4c=1 {35C5078D-71FA-4A3D-A4D7-F8D628A01FFD}
PosPt=Transformer.reg4c=1 {E2901BCB-2684-454E-B99B-80ECEE7E32BF}
PosPt=Transformer.reg4c=2 {33AF9653-D538-4F78-8006-E8E9A3FBFF20}
Wdg=reg4c=1 {6CAC288D-CF5E-4C9E-8BD6-08E7A207FE52}
Wdg=reg4c=2 {AEE6B3B8-0929-439A-BF9D-F0325F7FD110}
XfCore=reg4c=1 {972A50C0-9F23-44E3-AD27-6C821620CF24}
XfMesh=reg4c=1 {2D5E0265-BD4E-4E49-873B-1E35081AF958}
XfMesh=reg4c=2 {5EB25481-6B79-4D9D-813B-4499A9ACDA90}
XfMesh=reg4c=3 {82049ACE-75D9-469C-8D83-A062CCB452DA}
34=reg4c=1 {396A8127-E6FC-436D-8336-F2E7CA6AD949}
34=reg4c=2 {BFC4B9E5-F995-48FB-A323-172995C7E735}
XfLoc=xfs1a=1 {D00103A2-0A11-4734-837B-6CB9075261BA}
PosPt=Transformer.xfs1a=1 {B052F026-7DC9-4A74-9B3E-D82F4A7329C9}
PosPt=Transformer.xfs1a=2 {B54FA784-D034-4C22-863B-0A6942E87082}
PosPt=Transformer.xfs1a=3 {A07653CA-174B-402D-B2F3-9FE513D64275}
Wdg=xfs1a=1 {E01CE177-1E9A-467F-A950-B4A756F3E53C}
Wdg=xfs1a=2 {651BA76A-9761-487C-B677-7F9A771BD6BA}
Wdg=xfs1a=3 {A917D23E-7E7B-4835-A6D9-33960E22D44E}
XfCore=xfs1a=1 {297BB403-5214-4CE0-982C-3451BB521DCD}
XfMesh=xfs1a=1 {8FBE976C-A5C6-4662-A244-67F32CFD51EB}
XfMesh=xfs1a=2 {469E1C1B-0535-4997-9803-810D9FB73117}
XfMesh=xfs1a=3 {5059ADA9-E540-4AA7-958D-F13F7D988E3F}
34=xfs1a=1 {7B4B91B2-6AFD-43BB-930D-511C9EEA611C}
OpLimI=OpLimI_22.9_31.3=0 {EA4A02CA-DC9B-49A3-8024-72F0E3CE5BF7}
34=xfs1a=2 {6F66A9D2-A3EA-4711-927B-BC0A06E5CCBE}
34=xfs1a=3 {D2E3F192-10EF-4F70-9753-6722DA5B4380}
XfLoc=xfs2b=1 {0B2EA3ED-3A1F-4DC7-AE0E-497161AC2D9E}
PosPt=Transformer.xfs2b=1 {5F9635E9-E615-4583-9F2B-43B4D60BFEAD}
PosPt=Transformer.xfs2b=2 {053B2643-1514-49F7-BCDD-4A24FAF1744F}
PosPt=Transformer.xfs2b=3 {9BD62C7F-F2B6-432D-8182-187960C3A38D}
Wdg=xfs2b=1 {5AAF7905-A700-4BFD-AF6D-CA4E95219CF3}
Wdg=xfs2b=2 {54443C0A-3572-4DFE-80AC-A34840462089}
Wdg=xfs2b=3 {4800E860-E870-4CF4-AD73-4E2A3576F14C}
XfCore=xfs2b=1 {7906D534-1D24-4430-9686-53B11D85B6E1}
XfMesh=xfs2b=1 {D23E4DD4-3D12-4F41-A6EA-6DBE02677CF2}
XfMesh=xfs2b=2 {D7CA72A2-5C1F-4AF0-8168-6874D9E50F57}
XfMesh=xfs2b=3 {980CB507-B294-4C81-9361-A24A3E89EA43}
34=xfs2b=1 {72763771-0375-48CB-ADC0-5C04902030A7}
OpLimI=OpLimI_11.5_15.6=0 {76ED3D09-78B2-4411-AF33-2ED6A16CDF30}
34=xfs2b=2 {79F173C7-DE5E-4B1A-B49D-E2609A0540F7}
34=xfs2b=3 {F1B93669-95ED-49D3-BAEF-CBEA94180EC7}
XfLoc=xfs4c=1 {109621BE-9326-41A1-A2FF-76AF3C008C92}
PosPt=Transformer.xfs4c=1 {90C97554-8C58-4E82-AAA0-AE65D0EBF2F8}
PosPt=Transformer.xfs4c=2 {1F08C701-00C0-4C33-B0EF-CA7CE51F94F5}
PosPt=Transformer.xfs4c=3 {BAF6E410-AC7B-49BE-91D5-04165961F3CE}
Wdg=xfs4c=1 {D96474A1-87A6-426D-9759-F683283163FA}
Wdg=xfs4c=2 {AA9DE328-AA06-4F13-9D84-0F136EDB19CF}
Wdg=xfs4c=3 {47CDE10D-EE2E-4F01-9DED-ABE3AA249AB9}
XfCore=xfs4c=1 {EF70FA98-C83A-4834-B8C2-5FF729EBD2F5}
XfMesh=xfs4c=1 {70EE1C6B-A437-4454-A080-7155D9532B9E}
XfMesh=xfs4c=2 {796D1ED7-B6C2-4DCE-A163-3C9811D76205}
XfMesh=xfs4c=3 {54960B32-F880-40A1-95FF-BFF68B32B91A}
34=xfs4c=1 {B4DF439B-5861-47CB-9E90-8713285231A1}
34=xfs4c=2 {EF2909DD-D8EC-4038-84C7-78D3C7747A94}
34=xfs4c=3 {53C1492F-36F4-4D76-8DE5-3B17D25C4BE4}
XfLoc=xfs5c=1 {E7C4BDB8-AAB7-48B9-A5EE-0C97FCF59BC3}
PosPt=Transformer.xfs5c=1 {7EADED67-F098-467D-B93F-8369C1692B61}
PosPt=Transformer.xfs5c=2 {10899D55-235F-4512-8364-86D62EE33E54}
PosPt=Transformer.xfs5c=3 {E5B9B209-210D-4350-B542-4158BFCC01E5}
Wdg=xfs5c=1 {101F7F58-88EA-40F8-8612-4C94C7B6A4EF}
Wdg=xfs5c=2 {0CABFF56-3680-4CA4-8ED5-C98CA905334D}
Wdg=xfs5c=3 {979DB89B-BC7A-4169-8F96-8D8063093F5C}
XfCore=xfs5c=1 {10F464DD-3225-414C-BE17-6C2F8330BB8B}
XfMesh=xfs5c=1 {E97C8383-6596-4C1D-A973-5E0C36DA22AB}
XfMesh=xfs5c=2 {61F7B73D-C97C-46CB-9552-B110AE38A551}
XfMesh=xfs5c=3 {45923D13-3A53-44C4-B19D-A6FCD3FA3F9E}
34=xfs5c=1 {9DD92FAA-CE12-4D98-BEA5-F73705A51650}
34=xfs5c=2 {01E43FF4-44DF-4E08-94FF-E9B0C1597CCB}
34=xfs5c=3 {98D5C9A7-D513-4529-9081-A701E0D9A779}
XfLoc=xfs6c=1 {09AD17C6-91C4-44BB-B195-0848F2F453C9}
PosPt=Transformer.xfs6c=1 {6FF0AF32-D115-4476-ABB0-6DB9CB8FD7E4}
PosPt=Transformer.xfs6c=2 {98C1FB95-E185-4433-B08E-0B8A9104D68D}
PosPt=Transformer.xfs6c=3 {FDD4CAF2-1366-435B-9FDD-5A616A004A5C}
Wdg=xfs6c=1 {701A7922-606C-4E78-B750-003F55549C37}
Wdg=xfs6c=2 {9B1BE2A8-E3AE-4763-A016-D6795CE72E29}
Wdg=xfs6c=3 {79D84D2E-AA0D-4344-B1F2-119FB393FFF9}
XfCore=xfs6c=1 {ED617F80-A83C-4C24-82CE-CF4527F2EF9E}
XfMesh=xfs6c=1 {066416E0-D658-4384-8D23-38036812A84C}
XfMesh=xfs6c=2 {E0AC3AD7-6A0B-453A-8BA1-02E483EFDDCD}
XfMesh=xfs6c=3 {7A273AC6-E099-4E04-AAA7-8D8681A34CC9}
34=xfs6c=1 {4C9260D3-02B3-46C9-9AF8-FEE15D11678B}
34=xfs6c=2 {362AC45F-1D26-442E-978D-EB433DDAA81E}
34=xfs6c=3 {1D8C31D2-A594-46EA-84F2-8A0494ACA752}
XfLoc=xfs7a=1 {AFCCE467-455C-4F99-8970-4B30C087DAAE}
PosPt=Transformer.xfs7a=1 {E9B2E932-A00B-4CA3-A81D-8F6E45F4EC65}
PosPt=Transformer.xfs7a=2 {F9261BB4-D2EB-462F-9364-03536EEA27AB}
PosPt=Transformer.xfs7a=3 {4166A97F-C08F-426F-8968-D06FB63DFD92}
Wdg=xfs7a=1 {6AAC2B5F-FA86-4AEE-96D0-BF1AEA02F25D}
Wdg=xfs7a=2 {75E79AD7-094C-4DEA-9B60-0CFD11D1FEE8}
Wdg=xfs7a=3 {C8A67C42-EA8D-4604-BA66-00E5DFF4CC09}
XfCore=xfs7a=1 {D01D1F01-D3BB-484D-A6E4-C78CD6068E9E}
XfMesh=xfs7a=1 {AF8555CA-D254-4901-8461-8AE6DE83EF53}
XfMesh=xfs7a=2 {D2948F5E-6C93-4B0E-B9D6-A6A176942BB2}
XfMesh=xfs7a=3 {E37B87B3-0807-4666-85E3-8CB17A7FDC87}
34=xfs7a=1 {F167A0C7-8009-4597-AD29-6C9FD1A0D0DA}
34=xfs7a=2 {0EA91EEF-CD15-48B6-8FA5-53553157E8E0}
34=xfs7a=3 {ECCBA3F0-6C0A-4443-A31F-F09C7BCC3C53}
XfLoc=xfs9a=1 {D023BEBB-D754-441C-B6B0-349359557C29}
PosPt=Transformer.xfs9a=1 {B8949A6F-C859-4572-9A96-5E809255F4E7}
PosPt=Transformer.xfs9a=2 {E54267D4-360B-4DDD-A985-D3A38C38CE6A}
PosPt=Transformer.xfs9a=3 {4FE22BE1-4E2F-4106-B9E2-F635524F1946}
Wdg=xfs9a=1 {19368F01-52B7-441D-AA6A-64B2F0A92B43}
Wdg=xfs9a=2 {BB5D8954-B020-4494-9229-677929A749C4}
Wdg=xfs9a=3 {8FA0BD67-EDAE-4F98-8E70-6920624628AC}
XfCore=xfs9a=1 {F4DDEA9E-735F-4D8F-A5E1-8B0BC89C3703}
XfMesh=xfs9a=1 {F27780E1-3707-4468-B3C3-469EB28D6504}
XfMesh=xfs9a=2 {9C76A23E-5F47-4822-A219-9B5ECBF3CA35}
XfMesh=xfs9a=3 {7C997B83-62D6-4C5E-B0FE-AB252A098CFC}
34=xfs9a=1 {217F366E-AA1B-4D85-AE47-50FC0D2189BD}
34=xfs9a=2 {EEC7AC26-3088-4EEB-82AE-A5E82A056FEC}
34=xfs9a=3 {7A226D8A-4ACC-43D7-9395-86CFAC7E4649}
XfLoc=xfs10a=1 {141917E0-0785-4F1F-92DE-DB10C69425B0}
PosPt=Transformer.xfs10a=1 {6706CD03-0FE8-41BC-A6FD-9108891F747E}
PosPt=Transformer.xfs10a=2 {D38F2A35-4D91-4C2C-AB30-51EB19592E8E}
PosPt=Transformer.xfs10a=3 {AD033DB9-11BA-4A7F-9770-4767B386237B}
Wdg=xfs10a=1 {78B2FA3E-6C77-4568-A9BA-B6D548D75072}
Wdg=xfs10a=2 {409E5725-BA60-4421-9A6B-3F042A4C4B56}
Wdg=xfs10a=3 {C3E2B208-8BF0-4DEC-8E23-15287A5CD395}
XfCore=xfs10a=1 {AF2E845B-FAF6-48AB-B194-9B8F4EC45801}
XfMesh=xfs10a=1 {B580BDA2-2AD7-4463-83B0-98D9BA1655CC}
XfMesh=xfs10a=2 {29678A28-4B0B-48AC-B0AF-515ADE4B55C7}
XfMesh=xfs10a=3 {A90833E4-3404-45C4-B861-84D834B81EF0}
34=xfs10a=1 {4E0060F0-D5FB-43A1-9D3A-7B8625332F7E}
34=xfs10a=2 {AC6E6AD0-0BFD-4D51-A6C4-62CD2BB58961}
34=xfs10a=3 {74E7FB7B-B44F-4CF2-80E9-9AA7F5FE9BF5}
XfLoc=xfs11a=1 {48AC2BB4-E8F7-4D1F-9A99-851C1AD8D0EA}
PosPt=Transformer.xfs11a=1 {0C33D09C-0F0F-43EA-96F1-3D4EA32B1580}
PosPt=Transformer.xfs11a=2 {A64923C8-3D07-4D86-8E7F-80E6D23A51E0}
PosPt=Transformer.xfs11a=3 {7F8EB73F-58DC-45F4-A1FB-D1AF6FB8FBA3}
Wdg=xfs11a=1 {248933CD-2BFF-421B-8FFE-3F38698E7321}
Wdg=xfs11a=2 {04FF1D1C-8614-4703-BC49-2C206D6FAA2A}
Wdg=xfs11a=3 {7D2AE386-838B-45BD-836C-C97883054FE1}
XfCore=xfs11a=1 {97294117-46A3-4DE2-B8EB-95A6E649DCD2}
XfMesh=xfs11a=1 {C32EA429-5E5D-4FB5-AB8F-E17806B3309C}
XfMesh=xfs11a=2 {1B94D155-AF4A-434A-87B3-3B303FBCB302}
XfMesh=xfs11a=3 {D88E556D-66D2-4EFE-95F2-338F5CEA25EF}
34=xfs11a=1 {F55B72A6-9BE0-4C70-9F24-A5753F52BD41}
34=xfs11a=2 {47A54097-E5AA-4A9B-AA6B-5BDD2AE00C66}
34=xfs11a=3 {F2A8845B-B78E-4C82-8DF3-09B2AA061EC1}
XfLoc=xfs12b=1 {6267E99B-6FFF-4048-A4A1-E76DA96B44A8}
PosPt=Transformer.xfs12b=1 {8958830D-44B9-4164-B3E4-CC30B8397937}
PosPt=Transformer.xfs12b=2 {14B1A41B-DF1A-4024-BE8C-0E1B493CD065}
PosPt=Transformer.xfs12b=3 {DFB9BB9A-98BF-4EE5-8F59-7BE46437F0AE}
Wdg=xfs12b=1 {BB1A4FA5-B4DE-4420-90BE-88EF564332CE}
Wdg=xfs12b=2 {89295C4A-1305-4D6B-A744-7D1D4E73D413}
Wdg=xfs12b=3 {E192F1AE-2F49-4E7E-A95F-C1186B5DAFA0}
XfCore=xfs12b=1 {43C600C9-301A-4064-A8BB-111E0451CFFF}
XfMesh=xfs12b=1 {E639696A-2134-4B1E-9AFD-62022DD1CC80}
XfMesh=xfs12b=2 {8234B606-E9C6-45BA-B5EC-4A4535778315}
XfMesh=xfs12b=3 {D0EA1525-929B-445F-B15C-FDE28AE51E94}
34=xfs12b=1 {4B7F9402-5286-48E2-8DC4-6BC2498C7B40}
34=xfs12b=2 {B414E46A-B81D-4319-93B8-41DC6EE639AA}
34=xfs12b=3 {6DD5E506-D514-40C9-A154-98C68DE26141}
XfLoc=xfs16c=1 {EC66922F-0E96-4EAF-9F0B-F648E066379F}
PosPt=Transformer.xfs16c=1 {A1DE9EAF-1087-438A-B31E-095CD8DA8826}
PosPt=Transformer.xfs16c=2 {44C29776-011D-4AB5-A80E-E6BD34E7ED23}
PosPt=Transformer.xfs16c=3 {8955F003-D3D9-4D4F-858A-CFE8A4AD639E}
Wdg=xfs16c=1 {4D21B5F9-73BD-4EAA-911B-34EAB7A780D3}
Wdg=xfs16c=2 {E7045BE4-0BF5-4B66-9543-837761CE68F0}
Wdg=xfs16c=3 {CA434F88-04E9-47C2-92FF-2953D19A6D68}
XfCore=xfs16c=1 {8711236F-A1F1-46E4-A7C0-F099053C5976}
XfMesh=xfs16c=1 {BFF16071-BB0C-4D86-B3F0-14D885681635}
XfMesh=xfs16c=2 {E602B05E-0445-40CC-8A51-AF5B6D2DE155}
XfMesh=xfs16c=3 {BD384B96-B76C-4A93-88E3-F9A8A0250477}
34=xfs16c=1 {A64FA2C4-007B-4E5A-996A-C6F76BB6F402}
34=xfs16c=2 {3D9BFF5E-90EC-489C-81AF-D1576B1312C2}
34=xfs16c=3 {CD5ED57E-FC48-4A15-9ED8-8920B436FBC2}
XfLoc=xfs17c=1 {F71C9841-76AF-4BD5-B041-70A25B8F1746}
PosPt=Transformer.xfs17c=1 {54BE590D-2B6C-4AA7-B2C2-89B8EECDFB65}
PosPt=Transformer.xfs17c=2 {F7F62A55-FC53-4059-A5D7-0AECE96CE903}
PosPt=Transformer.xfs17c=3 {FC8A0403-9F23-4E3F-9ABC-726D82CA18A9}
Wdg=xfs17c=1 {0A63B09B-D61F-4486-A123-619A1327AD8E}
Wdg=xfs17c=2 {4EAC8606-2DF0-4747-A2D5-16C868671709}
Wdg=xfs17c=3 {7EE2EAC5-72E8-4743-88F7-12C3793587C7}
XfCore=xfs17c=1 {734C3022-5B36-4331-99F3-4B695BC74A74}
XfMesh=xfs17c=1 {5868C2EA-28F6-4F0D-8C26-DBA7239419B5}
XfMesh=xfs17c=2 {43D02835-39E3-47B0-B767-C14A2052E8C9}
XfMesh=xfs17c=3 {595A8EFE-18F0-4338-B4AA-E12AEC59FC03}
34=xfs17c=1 {89490C4C-72C5-4F47-B448-170AAABE5B40}
34=xfs17c=2 {5A61D0D9-7AAD-4816-8B54-7C5DD4810893}
34=xfs17c=3 {A4A9C7DA-9F6B-4211-BB9F-6D6301F28586}
XfLoc=xfs19a=1 {DC698E1C-BCCF-4A0B-AC61-32EDC702F403}
PosPt=Transformer.xfs19a=1 {2362F318-D691-440C-ABA5-A9EE98308BE6}
PosPt=Transformer.xfs19a=2 {7007317A-3D34-4216-90BD-77E0CA9F3B37}
PosPt=Transformer.xfs19a=3 {3CD34FA5-D0E0-4832-A6FA-7CA73965514E}
Wdg=xfs19a=1 {FBF88DC2-E888-460A-8874-2A6E89DBA27B}
Wdg=xfs19a=2 {32AD3C68-69CE-4B2C-A2DB-6667397E126C}
Wdg=xfs19a=3 {09C81BF4-4288-429B-8BB4-436E75C0C3E0}
XfCore=xfs19a=1 {FD196330-FCF4-425F-AB04-026AF31E8C50}
XfMesh=xfs19a=1 {AC0E3148-AB53-4759-B82E-1BE14FDDB9D8}
XfMesh=xfs19a=2 {8650F68B-D2F6-48B8-B347-8D6B3EBC1659}
XfMesh=xfs19a=3 {2128F251-8460-4853-852F-ED9D4A14E9B2}
34=xfs19a=1 {140DF308-8F54-4627-8F44-2E2FF0120719}
34=xfs19a=2 {488C92FF-63FE-460F-B58E-CDF51008F429}
34=xfs19a=3 {C8138A6F-4E28-48A5-8647-153486C067A3}
XfLoc=xfs20a=1 {F02ABE6D-4E95-4ADA-824D-C521102123F5}
PosPt=Transformer.xfs20a=1 {C3B7B094-E324-44C9-8799-16BC5316BEB9}
PosPt=Transformer.xfs20a=2 {810B1789-D24A-48CA-B839-389009BE65FB}
PosPt=Transformer.xfs20a=3 {244ABECB-A019-4EE5-A977-827A465D816E}
Wdg=xfs20a=1 {D2038DF3-1C57-4762-BB9A-8E6612773147}
Wdg=xfs20a=2 {24E6F4D9-D531-4E85-A60E-3681137223F2}
Wdg=xfs20a=3 {2BF4940E-56EC-4534-B345-402A9E1580FD}
XfCore=xfs20a=1 {3CDC2B8F-61E0-4BA6-B481-FCB93F643A80}
XfMesh=xfs20a=1 {E5277572-59CA-40BE-86E8-07EA7FD19B37}
XfMesh=xfs20a=2 {774BC15A-5AE1-4BD9-9A7A-3093EFACD54C}
XfMesh=xfs20a=3 {2C396D60-02EC-4518-97B8-E109616B9129}
34=xfs20a=1 {9241933F-D766-4C2F-8F30-CB403529854A}
34=xfs20a=2 {2996A463-9892-4B92-875A-BE2E031E5AF0}
34=xfs20a=3 {F89A60DF-F1D0-4CA6-A3DF-5080B920ED4D}
XfLoc=xfs22b=1 {7FB78D77-7F62-492D-BE2A-114A1BC41D70}
PosPt=Transformer.xfs22b=1 {73661C73-3C07-4F45-BD4D-43E501FEEF9A}
PosPt=Transformer.xfs22b=2 {4E3ED658-F0CF-4C20-91BB-2F8840E6614E}
PosPt=Transformer.xfs22b=3 {03E92AF6-49B8-47D1-BC9D-FD76EDFFD1CE}
Wdg=xfs22b=1 {2E2C88DF-5099-48A8-B2F9-F0C7071EFB30}
Wdg=xfs22b=2 {37380AA5-9751-4983-8508-FA5B66B2D05E}
Wdg=xfs22b=3 {AF612AEB-0294-4488-8ADF-2B1486EC2455}
XfCore=xfs22b=1 {7E0B5496-3C82-4C45-841D-9544EF1866DC}
XfMesh=xfs22b=1 {E5FABE73-02FB-4BB0-866C-6863EC148310}
XfMesh=xfs22b=2 {1E6A2716-120A-4439-B293-5484E0D07D94}
XfMesh=xfs22b=3 {C96BACEC-294A-46EE-A16C-80F72871FB7C}
34=xfs22b=1 {6406A1FC-CA90-4E66-AED6-672CAF992F1D}
34=xfs22b=2 {D6AB2EC8-2923-4141-B6DF-5ACD68FC265A}
34=xfs22b=3 {61C42F01-04F8-46FE-97A2-48ED062ED0CA}
XfLoc=xfs24c=1 {5AE9990F-CA5B-46BF-87FE-09D4F1A96D9F}
PosPt=Transformer.xfs24c=1 {8FCEAACF-83E8-4BB4-88E1-79E12EAE0875}
PosPt=Transformer.xfs24c=2 {A359457F-E3B1-4BE5-A84C-C191ECBA8500}
PosPt=Transformer.xfs24c=3 {A96EFAED-8969-4ACD-89FB-787F2BFC81A5}
