Circuit.ieee123pv {4C4E3E2C-6332-4DCB-8425-26B628178374}
Bank==xfs7a=0 {C254B15C-7B42-4192-86EB-0C4727F57A6A}
Bank==xfs9a=0 {A748A5A3-E38D-403A-8EC3-E107EF303723}
Bank==xfs10a=0 {7DD730C4-4C25-4967-966F-AC40EAD145BB}
Bank==xfs11a=0 {042C772B-7663-4F12-9CAB-4F955FE0B21F}
Bank==xfs12b=0 {56AFDED4-4D92-4679-A7FF-C8C255FB4ECE}
Bank==xfs16c=0 {D9FCC1D2-1A0F-41DD-BF20-B295DD558F97}
Bank==xfs17c=0 {79440727-4478-4EA4-9711-5181A780FF79}
Bank==xfs19a=0 {201287D9-AA49-4704-B3A8-4D1E465731F6}
Bank==xfs20a=0 {AE4A3869-6561-4A71-B50B-36D216AE79B3}
Bank==xfs22b=0 {90D271E7-4136-4BD3-8515-74DAFDD2EDF7}
Bank==xfs24c=0 {5FA1C703-C433-4885-9843-FCD7A7D9E92F}
Bank==xfs28a=0 {4631038E-A31B-473B-A55E-32CBB7D0F132}
Bank==xfs29a=0 {89E0758C-852D-4638-BB87-2E922D04C620}
Bank==xfs30c=0 {DD85195E-6F31-48D6-89EF-6F75D25B3297}
Bank==xfs31c=0 {9F9D994B-1598-4B3F-8111-0CAAA6E18005}
Bank==xfs32c=0 {69E38FC8-B4DA-4AD7-86AD-2472D24121D9}
Bank==xfs33a=0 {01FF5D19-41E5-4DBC-A5CC-A4C7B3307063}
Bank==xfs34c=0 {532F87A3-ADA3-4A7F-8F03-D67379833E0D}
Bank==xfs37a=0 {8BB1FE39-0E74-40FB-9C0C-54D02DCD2AC7}
Bank==xfs38b=0 {38BD343B-A66B-48AA-BD29-95649ED3E971}
Bank==xfs39b=0 {159AB7C3-E1FB-4A6E-B1D5-3A85310792D0}
Bank==xfs41c=0 {4DE8C806-4354-4879-B976-A6B58E0B06F9}
Bank==xfs42a=0 {D604E011-C3C1-480B-B58A-75593BF8DF95}
Bank==xfs43b=0 {513C9C31-8DB1-49D1-953C-6AEC93F8A48D}
Bank==xfs45a=0 {0B739C41-7123-4D10-90D6-84F672432C56}
Bank==xfs46a=0 {A23B1DAB-6473-4F34-9404-07D49BD20C0C}
Bank==xfs49a=0 {BA736846-6EF6-43EB-8795-60A58D3D78D2}
Bank==xfs49b=0 {12176BE0-86AD-4809-896E-87CE1D769721}
Bank==xfs49c=0 {94E4A137-5BC3-4C88-87F1-7E3178FE96D8}
Bank==xfs50c=0 {B2C2321F-B20E-48F8-B2F2-F9E55B98FE65}
Bank==xfs51a=0 {5ECC107D-E843-4D15-A8AC-E449AEED1DBD}
Bank==xfs52a=0 {988738EE-D89C-4C43-8D2D-9DB7FFBFAAF3}
Bank==xfs53a=0 {2C3E9FFF-1504-40D6-8419-3A422C92F029}
Bank==xfs55a=0 {3579DC63-982E-4C5F-801E-79849F5253A6}
Bank==xfs56b=0 {27A5361D-5E74-4B75-B4FA-9BFB7DA71D67}
Bank==xfs58b=0 {FA478BFF-D91C-444A-93AD-727704649D2F}
Bank==xfs59b=0 {2D31189B-751D-44D7-A0C1-58997B47431D}
Bank==xfs60a=0 {686AA175-C488-4DD9-82DA-E2C8DA0A9512}
Bank==xfs62c=0 {672F92B9-1D18-41EB-8095-3C04425F7B95}
Bank==xfs63a=0 {EA285E2B-528F-471D-9EDA-5511943F6FE9}
Bank==xfs64b=0 {88F465F6-8FA3-4C86-ADF0-E429998A644D}
Bank==xfs66c=0 {1386B39E-80FD-4508-8B18-827CE42A15FC}
Bank==xfs68a=0 {EF03CF36-C000-4B1C-8C3B-543C7D7AEAD4}
Bank==xfs69a=0 {E75A81D5-AA8B-4CB5-BEBC-7CBB1C42E318}
Bank==xfs70a=0 {5DF948B7-CD32-4571-8EF4-3FE15F2FCC9D}
Bank==xfs71a=0 {A14F4853-9CC1-4272-B9DE-D97E921D4459}
Bank==xfs73c=0 {C94D651D-166B-438C-A4AD-9813A90B5521}
Bank==xfs74c=0 {596463DB-794C-4478-8C99-B31EE908524B}
Bank==xfs75c=0 {C39810A5-9AA9-4DB1-A443-5A1DDD11790C}
Bank==xfs77b=0 {9E3CA04B-ED81-46AE-8250-0AF49FE489BC}
Bank==xfs79a=0 {0B3951A5-76FE-4FA8-8305-533A21C1934F}
Bank==xfs80b=0 {63D6806A-E6FF-4931-9C2B-9636CD2A5776}
Bank==xfs82a=0 {8DE3F5B7-FC44-4ACE-8AB4-A798D69E577A}
Bank==xfs83c=0 {6E52C796-534C-458E-9A3A-C30ABFC118A2}
Bank==xfs84c=0 {1B6A104B-DBE5-40AD-8100-2A3823605732}
Bank==xfs85c=0 {08E743ED-98E0-4B47-B658-02D8F9FFF397}
Bank==xfs86b=0 {B55D4BA0-3728-4415-A625-88C99D494929}
Bank==xfs87b=0 {61EBC327-D334-4F7B-A7CF-A44C6A7A5BF0}
Bank==xfs88a=0 {D8D17919-8A2A-479F-88CA-911159668490}
Bank==xfs90b=0 {B107ABF7-9399-4110-BA3E-465C0237974A}
Bank==xfs92c=0 {4549E400-7AF1-4238-892F-DC88F414148D}
Bank==xfs94a=0 {D84D2DF8-A040-404B-9AC2-99A41BD36DC9}
Bank==xfs95b=0 {C4C53A31-7B86-4F64-890E-1DD39A7A610B}
Bank==xfs96b=0 {31E722B8-CE41-4C22-B128-64335B0273A4}
Bank==xfs98a=0 {A77CDE0F-2D81-4A93-9BC4-7D11736481F9}
Bank==xfs99b=0 {DD78825F-5CCA-4685-9009-24324FB355DD}
Bank==xfs100c=0 {2444CC3B-C874-4FE2-880F-C4922BFE4DF6}
Bank==xfs102c=0 {2AF24727-5A37-40FF-BD81-C9948264FD28}
Bank==xfs103c=0 {46592E26-863A-4A82-A89A-BD21B3E9906B}
Bank==xfs104c=0 {BFAE2019-9285-4BAC-816A-DD5DA7425522}
Bank==xfs106b=0 {53475EED-D3C2-4D42-9829-1BA57CE4C2B3}
Bank==xfs107b=0 {276C64E4-F5BE-41DE-B01F-92220D8BBC18}
Bank==xfs109a=0 {7C7171AF-C0E7-4895-A69B-FEA9BEB3D1EE}
Bank==xfs111a=0 {1667677B-034A-4455-BF6F-D3F167FE45DC}
Bank==xfs112a=0 {9243F9E6-3DFC-4E7D-815D-079A9D351802}
Bank==xfs113a=0 {61DC63F2-6859-4036-A837-AB5D7692B5BB}
Bank==xfs114a=0 {0BF2EBA0-C3CC-447B-9B01-D2D30C0CDAD5}
XfLoc=reg1a=1 {88E9F9E7-B92D-4044-BEF1-B158E10AC7E8}
PosPt=Transformer.reg1a=1 {63F86AD1-957F-483A-856F-B6B86986D066}
PosPt=Transformer.reg1a=2 {AA5212FD-AD07-41DA-BE97-9F11D77C8F26}
Wdg=reg1a=1 {204BED27-37E4-4AC5-B3A8-B4ED7BE77596}
Wdg=reg1a=2 {95336C62-A04C-4779-BA91-7BC439D66E20}
XfCore=reg1a=1 {CFDB0B92-4046-4061-B27D-B2CDCEF093AA}
XfMesh=reg1a=1 {A974493E-DE60-4BAA-9BDF-F1DC5726E6E1}
XfMesh=reg1a=2 {B3DD56AC-BE95-408B-BD5E-AB5CAFFD27A6}
XfMesh=reg1a=3 {38990523-83F9-418C-B460-091B5253C944}
34=reg1a=1 {13927AB5-48F1-40E2-8776-DE73F818DFDE}
OpLimI=OpLimI_763.3_1040.9=0 {5C06B83F-49DD-42C2-A4F8-5BC1DE5B161D}
34=reg1a=2 {1EE0720B-3A19-47C4-8AFB-D6CE3A490C31}
XfLoc=xfm1=1 {1EFD914C-DE39-4219-8E0E-0CC4A750F4BB}
PosPt=Transformer.xfm1=1 {BAB152C5-A392-4D18-B2DC-5EABA36411AE}
PosPt=Transformer.xfm1=2 {B1F9A623-B95C-4A9A-8E8F-FF35CD630C1E}
Wdg=xfm1=1 {74C4177A-A8AF-46CB-8ADA-8B8AE3C0EBE1}
Wdg=xfm1=2 {7D059514-A2AF-4982-BBF2-E7D9585AD9D0}
XfCore=xfm1=1 {68F5A1A3-9BD0-482D-AF0C-091C2D15FD53}
XfMesh=xfm1=1 {221C5AF5-0F7B-4852-9AC4-EB280A8D42E8}
XfMesh=xfm1=2 {D50E3C91-F982-4B60-AE34-A6850F68E138}
XfMesh=xfm1=3 {288B8900-4DCD-416E-8A5E-4209C6AC6875}
34=xfm1=1 {651C079A-4A23-4C1A-B7CC-D0977F553ED0}
OpLimI=OpLimI_22.9_31.2=0 {E2D5A2B3-E497-4912-B786-061CE5777E0A}
34=xfm1=2 {12E12D5A-98D0-442D-AAD5-77DEAC914050}
XfLoc=reg2a=1 {F897300B-B62E-4C85-8F2B-0931AAA9C1D3}
PosPt=Transformer.reg2a=1 {988E1DCF-0ED5-4B92-A13F-7617328F00C1}
PosPt=Transformer.reg2a=2 {B8FA9B69-CD71-447C-8BCF-6D59A273BE02}
Wdg=reg2a=1 {88CD8162-0DCE-4AED-A668-4ABA205AAB87}
Wdg=reg2a=2 {A8A8EA64-28BF-4168-A85C-374D62592471}
XfCore=reg2a=1 {831196C0-2E91-4CF4-8C0D-CD3F0A495B94}
XfMesh=reg2a=1 {2145255F-B0E1-4141-81BF-B25133F75334}
XfMesh=reg2a=2 {015B0BAF-E67A-4B7C-A2C8-CADCEA0E1477}
XfMesh=reg2a=3 {260E0F85-A740-4BE1-9204-80D4DFF36D9B}
34=reg2a=1 {528D59C0-B6C6-4D53-8EC7-7E0BB65F5BF0}
OpLimI=OpLimI_915.9_1249.0=0 {8E714013-684A-4314-A1F5-0A9AB44F2246}
34=reg2a=2 {92EC3221-8C24-4E94-8763-1C48AB563BB5}
XfLoc=reg3a=1 {852528B4-0513-4676-AA1F-B1DE59F97D82}
PosPt=Transformer.reg3a=1 {4F4B2D27-90F2-45DB-81B8-6AA6D9AE0039}
PosPt=Transformer.reg3a=2 {ED7CBB8B-A387-4F08-9D65-BA30436B53E7}
Wdg=reg3a=1 {6093F23D-9839-428E-9FD6-1086B8A33BB8}
Wdg=reg3a=2 {B4742BD2-0418-440A-9145-17CF41D57115}
XfCore=reg3a=1 {B8A2392B-14C1-471E-8E97-383E057F19D3}
XfMesh=reg3a=1 {9EA04184-BF3A-4792-BC9F-0BEF6E6B46A4}
XfMesh=reg3a=2 {96A7AC8E-18BD-4109-8673-E414D9338BE4}
XfMesh=reg3a=3 {4A3DE158-1B6C-41DB-BD86-50513CE3F4EF}
34=reg3a=1 {3645DCDA-E048-4297-A432-788D205DA820}
34=reg3a=2 {2710D0D5-B246-4AEF-A361-65063714AF26}
XfLoc=reg4a=1 {3AE10149-2D5B-4F97-B998-0A91C9465EC7}
PosPt=Transformer.reg4a=1 {A5C3E5A2-6271-4413-8D40-DF23734BBFFD}
PosPt=Transformer.reg4a=2 {460FB772-81E1-413B-86D1-6F358A474A19}
Wdg=reg4a=1 {192C18E3-D1FA-4C00-A3AC-85D14A00A276}
Wdg=reg4a=2 {72ED8F4C-6F8F-4621-97FF-A5484865A792}
XfCore=reg4a=1 {060F3BA4-51B2-40F7-91E4-1561AB8E71CC}
XfMesh=reg4a=1 {7EE512F2-A7C6-4281-A627-532F35E961AD}
XfMesh=reg4a=2 {EE36A0CD-C0D4-412D-A90D-9266F0A37662}
XfMesh=reg4a=3 {DDAAFA7F-813F-4750-8418-3FD494FBD3B2}
34=reg4a=1 {C5E97F0A-0CDF-46FF-84B4-F92B1D491A77}
34=reg4a=2 {B21C8720-8AEA-4CF0-8ADA-FABD7C7F5F41}
XfLoc=reg3c=1 {5C99F150-092B-4A11-9C4D-013A6BB4D508}
PosPt=Transformer.reg3c=1 {F70541A6-A9E1-45BD-B575-053A26E1FBF7}
PosPt=Transformer.reg3c=2 {C7AC711F-7A30-49C6-AA94-2E54A04E2CA5}
Wdg=reg3c=1 {3DC4B9E4-7969-44E2-821F-D40E4D608144}
Wdg=reg3c=2 {F3E1B543-FAE9-4155-AA37-3C4B351D2B84}
XfCore=reg3c=1 {590521C5-3BC4-4075-93AF-3B14ED63F101}
XfMesh=reg3c=1 {A7B018A6-B035-4D75-9DC9-E66F2B0AB985}
XfMesh=reg3c=2 {D1954720-8117-44D6-AD0D-74B73CA1D97D}
XfMesh=reg3c=3 {08D628AA-B813-4060-905D-541D55253C11}
34=reg3c=1 {A922AE68-0612-41DD-8C68-2FCE9001E4A7}
34=reg3c=2 {635C115A-945D-4F7A-A33B-F2A372955FAA}
XfLoc=reg4b=1 {A09BFE23-FCF4-43CA-AA52-6AF9B1188A86}
PosPt=Transformer.reg4b=1 {BF81C278-560C-4228-907A-AA7BCD701C03}
PosPt=Transformer.reg4b=2 {BBD525EA-4E2A-400A-A359-974EEAF9CDBB}
Wdg=reg4b=1 {FB192BED-390A-4F23-B228-CD213F17C427}
Wdg=reg4b=2 {F8D06856-315A-4011-BC22-B8614E68A00E}
XfCore=reg4b=1 {343BB980-9F3C-4FA8-8C63-AE24C750FFEA}
XfMesh=reg4b=1 {4D7A6C40-9BDB-4347-84F6-DC535472C262}
XfMesh=reg4b=2 {57374C1A-5608-4BB7-AC9C-C48DF433294F}
XfMesh=reg4b=3 {86C4DA8D-AC6E-41DB-8527-1EC4C943CE6F}
34=reg4b=1 {875248CC-C99C-417A-A946-3C9BA00A71A9}
34=reg4b=2 {2056FE57-DA42-4182-8059-6EFCCBD91A77}
XfLoc=reg4c=1 {22734959-8D20-4B91-9099-EC6789FF1DB1}
PosPt=Transformer.reg4c=1 {2F5EF7B6-7AF3-4F52-9659-F24F07672D83}
PosPt=Transformer.reg4c=2 {55A219CF-105A-4AE0-BB9D-F04397270B1B}
Wdg=reg4c=1 {FB5E0541-EAA8-49E5-93DF-53F60BC0588B}
Wdg=reg4c=2 {16AD2E6D-6ED3-4377-8E57-898588213343}
XfCore=reg4c=1 {6D85C218-8236-405C-8361-6A9E2B499F6D}
XfMesh=reg4c=1 {CB044647-4E34-4791-A648-3DF16417029B}
XfMesh=reg4c=2 {02117236-263C-4037-8AD8-96C4F40451F0}
XfMesh=reg4c=3 {0825CF4F-3C76-4516-B724-43A87464964D}
34=reg4c=1 {A38ABC1A-89BE-41B2-9C36-6A1CAAED3D18}
34=reg4c=2 {747BC770-92F6-43DE-88EF-579C7F7F379F}
XfLoc=xfs1a=1 {140DBD9B-4031-403D-8CE1-B19A5C397896}
PosPt=Transformer.xfs1a=1 {48C290A6-8867-4BF4-888A-2CDDE93EFBD8}
PosPt=Transformer.xfs1a=2 {3CA6E171-96A1-4A1B-BEDB-B33D60118C18}
PosPt=Transformer.xfs1a=3 {2F9159D8-E645-4F04-A903-D528F55E20FA}
Wdg=xfs1a=1 {23468471-6108-4D16-9F8C-C369B39522E4}
Wdg=xfs1a=2 {ABA13DA8-D270-4F0A-BF71-8ADD277C0E6A}
Wdg=xfs1a=3 {DDF25E15-FC77-4880-80F9-E2835BD7965C}
XfCore=xfs1a=1 {38C6989F-CA5D-4AA4-8E08-EDFF02151ACE}
XfMesh=xfs1a=1 {029CDA82-1BD6-4A3D-8CC7-AEE4E5B5FDC7}
XfMesh=xfs1a=2 {99078EBB-4DDF-4159-9419-AAA3149FA842}
XfMesh=xfs1a=3 {E2312062-119A-4F82-838D-9DABD3C2B6CA}
34=xfs1a=1 {41D70699-0925-4FA3-A78E-B7C80779EC17}
OpLimI=OpLimI_22.9_31.3=0 {57D9F904-7F5B-484D-930C-AD96416F3A4B}
34=xfs1a=2 {A9D78E6C-974D-43AD-B9F8-4581C28AF147}
34=xfs1a=3 {2249263D-89A4-4496-8FC2-1FFBC86B7AA8}
XfLoc=xfs2b=1 {2F7F2FC0-00EC-4B43-94FD-3D80F192BB68}
PosPt=Transformer.xfs2b=1 {0C4EF0FC-1A06-4C56-A93D-12233CB0A21F}
PosPt=Transformer.xfs2b=2 {5A144A90-2435-4480-838B-2CD0A7266C5E}
PosPt=Transformer.xfs2b=3 {A296D226-134D-4CD3-A0B4-018740578EAE}
Wdg=xfs2b=1 {19672342-B433-4A37-8366-1683FDBA81E2}
Wdg=xfs2b=2 {3AF3C251-D323-45C8-B977-F18E76B70A56}
Wdg=xfs2b=3 {E1A40E82-4296-45F1-A2BE-D60C6930918F}
XfCore=xfs2b=1 {7035B480-5C86-4E53-81AC-67696623792B}
XfMesh=xfs2b=1 {7E86BFE5-9982-421A-86F9-D766F31B4B3F}
XfMesh=xfs2b=2 {D2F4A026-6674-44F4-BC93-142CCE7B063C}
XfMesh=xfs2b=3 {326512DD-AE0C-4C45-A5F7-45F5E5A921E1}
34=xfs2b=1 {F26FD2E2-0F50-4505-BFFB-0CE7AFD11428}
OpLimI=OpLimI_11.5_15.6=0 {A20125E3-350F-405C-8311-160663C6D731}
34=xfs2b=2 {868EE516-AB68-445F-9E50-F4CF2DDCC666}
34=xfs2b=3 {23708D98-04CE-4FE6-8458-78FB948EAFCA}
XfLoc=xfs4c=1 {C25EC516-E93A-4DBC-B3AA-F754B36AAC9A}
PosPt=Transformer.xfs4c=1 {9800B7B7-58BB-427C-B325-27E582312DEE}
PosPt=Transformer.xfs4c=2 {5DBDE5DE-6627-4838-9124-5C95F8258E2E}
PosPt=Transformer.xfs4c=3 {D821AA69-BF80-46E4-9DE1-0FE3AD7EBA8F}
Wdg=xfs4c=1 {5D1BC970-8EB3-495D-B0EF-B2CF8C51E527}
Wdg=xfs4c=2 {380629C5-1B83-4BA1-BE09-6897E74CF16C}
Wdg=xfs4c=3 {55517E3A-F658-47B9-A558-E1319C3804A3}
XfCore=xfs4c=1 {F8691992-FE75-42D3-8072-3BEE05543FE7}
XfMesh=xfs4c=1 {2209C807-EFCE-491F-A5E4-28CD37C5D7A6}
XfMesh=xfs4c=2 {A2FCD136-2600-48D3-8FA1-5C9A47736719}
XfMesh=xfs4c=3 {06FAA289-A27B-423D-9E0C-893E80D0937E}
34=xfs4c=1 {6D7FBB0A-9C49-489C-A0AC-A2B4775A475E}
34=xfs4c=2 {20712531-DB4E-438A-B4A1-B2712DF8A675}
34=xfs4c=3 {F2819B39-EC8D-40AE-AB11-0254FE0EE68E}
XfLoc=xfs5c=1 {7E21B724-1A13-43C5-8C78-2CFD083BED02}
PosPt=Transformer.xfs5c=1 {5BA94842-A02F-4F94-9B7B-B289D0E986F1}
PosPt=Transformer.xfs5c=2 {B15266A3-1538-4133-8998-C362B0E26391}
PosPt=Transformer.xfs5c=3 {48AFFD49-F37E-425B-AA94-D442198AFBAB}
Wdg=xfs5c=1 {E4CF8ED7-4A4F-4FD8-ABCC-4751D783FD0E}
Wdg=xfs5c=2 {577C941E-6BBC-46F8-A440-0D68E492221C}
Wdg=xfs5c=3 {70375292-2E01-4E16-9DCE-B88F6D2A9CD6}
XfCore=xfs5c=1 {C9CA35D5-2351-4936-92F2-36F8EE9D5EF7}
XfMesh=xfs5c=1 {1869DFF1-EFE2-4FE1-8CFC-7D5A22E9AFE2}
XfMesh=xfs5c=2 {FAC95814-0005-486F-8BFE-F48CB5EB94F0}
XfMesh=xfs5c=3 {88817689-8E8A-48EB-A438-4459463C69BF}
34=xfs5c=1 {EDB53448-A47F-4794-A02E-8B571A52CC65}
34=xfs5c=2 {2F68F48A-F767-4F07-AED6-4E8FF559D839}
34=xfs5c=3 {1118EDB5-EEEF-4EC0-BBD6-43B7725C5AE7}
XfLoc=xfs6c=1 {0FD4871D-56F6-4831-A352-45AF83522853}
PosPt=Transformer.xfs6c=1 {9A670658-94B2-4F45-B52A-FAFF89C34925}
PosPt=Transformer.xfs6c=2 {C6F82746-00EF-49EE-AE54-B9ACB13058E2}
PosPt=Transformer.xfs6c=3 {69448ECE-A3D1-4152-941B-A013EBF7A11B}
Wdg=xfs6c=1 {4A637972-7786-4399-839E-D2E20604D84D}
Wdg=xfs6c=2 {88EEF520-496F-4E1B-BD77-ADBA866A5A3F}
Wdg=xfs6c=3 {913E8E1B-527B-478F-9FCC-9D74E278DB69}
XfCore=xfs6c=1 {6E8487ED-D55A-45EE-9E15-C7034AD95B30}
XfMesh=xfs6c=1 {0AFFE2D3-3F48-4CB9-BE01-5A963E5EBDA0}
XfMesh=xfs6c=2 {01C941BB-999C-433F-B6D7-FC7E238C928B}
XfMesh=xfs6c=3 {0C445C3C-D7CB-4EDE-9B97-D12FA935B992}
34=xfs6c=1 {5C234ED7-C502-4F88-9F75-AF80B16BA60A}
34=xfs6c=2 {9C833FD8-6C25-4B41-AECE-E84859657BEC}
34=xfs6c=3 {F56C3828-C456-48FA-A092-BE7DA4EDC4AB}
XfLoc=xfs7a=1 {ACFD1660-433B-4C56-B8DE-E7439C994AD5}
PosPt=Transformer.xfs7a=1 {72EA316F-0C26-46B0-B59F-FD9350314A19}
PosPt=Transformer.xfs7a=2 {0AD26428-B58F-47B7-BE14-5BEC3040BDBF}
PosPt=Transformer.xfs7a=3 {4AEDD9C8-1551-4FBF-84CA-D521D48061DF}
Wdg=xfs7a=1 {0F2DF539-4F30-48E5-BE46-74D6D369614C}
Wdg=xfs7a=2 {D2ACC183-FD26-4925-8E1B-BA0A117B7A45}
Wdg=xfs7a=3 {0B9FA44E-031B-40BB-9840-112E8C98F69F}
XfCore=xfs7a=1 {79FAF2F0-56C5-45F2-9C36-9E258BA97AF1}
XfMesh=xfs7a=1 {936B224D-FF3D-4B47-94E9-035FDDF55761}
XfMesh=xfs7a=2 {64989D28-E2E2-4FC7-8277-7D2CD69E7E62}
XfMesh=xfs7a=3 {B76EEE5D-ECE3-4329-9816-547C6D5F0F8F}
34=xfs7a=1 {CEA7BFC7-770D-4134-A546-808452729169}
34=xfs7a=2 {29622B43-E1EF-43EC-8660-B39B35815106}
34=xfs7a=3 {5BF4552F-9439-45D9-87B9-985E5A1949D4}
XfLoc=xfs9a=1 {2F93FEE7-2BBF-4E2B-B80D-FDBBF88D8BA3}
PosPt=Transformer.xfs9a=1 {3775D661-4F5C-4F47-A9DC-C54155A9074E}
PosPt=Transformer.xfs9a=2 {9CD07614-B4F3-4D99-A229-7BDAE1DC77E4}
PosPt=Transformer.xfs9a=3 {8C324E58-A50A-49E3-BFAD-04415E9A69F6}
Wdg=xfs9a=1 {06BFF212-6D59-4032-BDA5-55FD2A69A6B2}
Wdg=xfs9a=2 {B58BF319-9C8B-42FA-84A0-5ACC2F3AA7F3}
Wdg=xfs9a=3 {C4395C2F-5A07-4EDF-98B6-74A56D0A200A}
XfCore=xfs9a=1 {7311D03B-CCD8-40BC-AF57-85C93B8A981D}
XfMesh=xfs9a=1 {9ED832ED-ECF6-4342-95A3-EACC7FFB55DD}
XfMesh=xfs9a=2 {58701FFB-1BED-4D69-BC7D-E317B2EF682E}
XfMesh=xfs9a=3 {BA5BDE5F-C640-4689-88FF-201CD7D4BE31}
34=xfs9a=1 {F4B2D9B8-80E4-4A5B-A5CA-8FF6334987C1}
34=xfs9a=2 {E237007A-0123-4C7A-AF6B-17A61315DD2A}
34=xfs9a=3 {4F2E2A52-9089-4DBB-8C2A-86E43CC58A85}
XfLoc=xfs10a=1 {AC61AE10-FB17-442B-9B07-8D2089891FBF}
PosPt=Transformer.xfs10a=1 {18482E68-9275-42A9-A393-D4E63D7A994C}
PosPt=Transformer.xfs10a=2 {2A964743-9C8C-4C09-A5F7-A40A31ED11A5}
PosPt=Transformer.xfs10a=3 {C0AFEBBE-9649-4C28-9D64-EF144297CD94}
Wdg=xfs10a=1 {8C5AE11A-10AA-4E19-9F2A-1DB019E76CF0}
Wdg=xfs10a=2 {5CD2F35C-78AD-4C0D-8EDF-2155FC5E56A4}
Wdg=xfs10a=3 {BC68D9C6-B857-4B24-86E3-5D3ABDE87AC6}
XfCore=xfs10a=1 {1CEF94D7-0992-4021-BD08-8135E5F504C3}
XfMesh=xfs10a=1 {829E640F-AB8C-4820-A9A5-D1D929FF4FA3}
XfMesh=xfs10a=2 {2A38CAAD-07AD-4725-AB54-FA536332A1E0}
XfMesh=xfs10a=3 {D545A8E1-3A2D-41F1-BDFA-B6A35D465924}
34=xfs10a=1 {A6C9DD6B-F491-4972-AE96-D49E3C638EED}
34=xfs10a=2 {CDFF7A06-D762-4D39-9F60-A2808462D9B9}
34=xfs10a=3 {6D7F0053-2BF0-43DE-A56E-69A91CB3BF42}
XfLoc=xfs11a=1 {2A41F619-1040-4E83-A78C-30FA05623390}
PosPt=Transformer.xfs11a=1 {C300C503-E71E-4724-84D3-A620B1D30451}
PosPt=Transformer.xfs11a=2 {72C7AEEF-27CD-405F-9192-4A7A761A90BD}
PosPt=Transformer.xfs11a=3 {F6CD0B87-65A9-4606-854F-313EC6865E60}
Wdg=xfs11a=1 {1A96C749-8CB4-4243-8AE6-E9CFFFD54F54}
Wdg=xfs11a=2 {6E165A92-6E43-48CC-B776-8A679100C173}
Wdg=xfs11a=3 {908BC756-F96B-4123-914B-BE017D7CE1A7}
XfCore=xfs11a=1 {1CDCD1AF-6C71-40FE-A378-F5BC41B999A0}
XfMesh=xfs11a=1 {9768ACE6-F424-49E3-B982-407D58BFB60F}
XfMesh=xfs11a=2 {F096FA02-D325-4A8B-B58A-6BA36E2A4207}
XfMesh=xfs11a=3 {00C874A9-7246-4952-ABEC-99A4AB8B59CC}
34=xfs11a=1 {72F38D18-A9BA-4625-B982-181AC05170FA}
34=xfs11a=2 {4FD78704-0D1C-4602-A07F-0E659B85E416}
34=xfs11a=3 {450C5562-BC07-44F7-9F39-B255EE57BE6C}
XfLoc=xfs12b=1 {B7B421BB-983F-437B-B337-0129E5C6F09E}
PosPt=Transformer.xfs12b=1 {D49EC887-F1DE-4326-9CE7-C13F650E8376}
PosPt=Transformer.xfs12b=2 {5879A417-8F89-41EC-97CD-5C3BC19BB316}
PosPt=Transformer.xfs12b=3 {D5E2E5D5-D241-4BBB-BF59-C9595EE6B6EF}
Wdg=xfs12b=1 {F7E785AE-F69E-4D13-A388-E0B4312035AD}
Wdg=xfs12b=2 {8991A2E0-85FC-4562-9767-CD90A2E5F787}
Wdg=xfs12b=3 {6EA0A6F9-F278-4ADB-8D4E-8C554202CC93}
XfCore=xfs12b=1 {76B56BF5-4CE2-4A01-9FF8-71A43BA958C6}
XfMesh=xfs12b=1 {6D16518D-BF1A-4D3E-9495-67164F8D338C}
XfMesh=xfs12b=2 {56176A53-F295-4620-AD45-DCB2755C6A1A}
XfMesh=xfs12b=3 {658A5E60-E292-4FB7-A9D0-A399A8043328}
34=xfs12b=1 {32E40245-0FA9-42E4-9936-7A970AEADD55}
34=xfs12b=2 {78F84AA2-6C4E-4CCC-AA85-E29BDC90CB2C}
34=xfs12b=3 {4B4C5D0C-2B53-42D5-85CC-1A2220FA8BB1}
XfLoc=xfs16c=1 {6A019207-6A4A-4039-870B-779566ADE87B}
PosPt=Transformer.xfs16c=1 {3A059375-E28D-4C74-B41E-12B28F306945}
PosPt=Transformer.xfs16c=2 {9A9809FC-81DA-4360-9038-473E5AE982AF}
PosPt=Transformer.xfs16c=3 {8C0132D0-5915-4C2F-82BA-3A401E4DFF19}
Wdg=xfs16c=1 {74192E25-F6B9-4A5C-B7FE-917333EA6BB8}
Wdg=xfs16c=2 {11E26A02-12AA-4D71-BE46-9374339914E6}
Wdg=xfs16c=3 {6E38BFCE-DB38-4A01-8C2D-0657CF89493B}
XfCore=xfs16c=1 {F1CE9625-B228-44B9-9990-4A7C9915D794}
XfMesh=xfs16c=1 {28D14289-88ED-4364-A4BF-0B3078A17C08}
XfMesh=xfs16c=2 {BB4C0801-21E8-4FE1-A387-D87391BC5221}
XfMesh=xfs16c=3 {948BBD88-6889-437B-8E65-09E494CD64C2}
34=xfs16c=1 {34542178-D19C-4D8D-918B-3BDAEA4055F5}
34=xfs16c=2 {5CABE387-AAF4-4AA0-9267-E2F2EC9A215C}
34=xfs16c=3 {2F1718DC-4BC0-46F9-B256-C0A45D548931}
XfLoc=xfs17c=1 {B7A5D17A-53B2-42AC-BA10-EBD343B28E37}
